county,Number of ELI HHs surveyed,Unweighted ELI obs < 10,State Name,County Name,Housing gap,Total ELI renters,Number of HUD asst units,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),AAA units,AAA units (asst off),Total Population 2013,"AAA units (asst off, no neg)"
16033,0.039672998,1,Idaho,Clark County,2.371964415,3.01995672,,2.371964415,21.45700637,21.45700637,0.647992306,0.647992306,,0.647992306
16035,1.809088723,1,Idaho,Clearwater County,108.1615773,137.7100265,12,120.1615773,21.45700637,12.74304392,29.54844915,17.54844915,,17.54844915
16037,0.888675162,1,Idaho,Custer County,53.13200289,67.64703054,1,54.13200289,21.45700637,19.97874488,14.51502765,13.51502765,,13.51502765
16039,4.031620553,1,Idaho,Elmore County,147.602108,244.8089592,69,216.602108,39.70722781,11.52198482,97.20685112,28.20685112,,28.20685112
16041,1.130952381,1,Idaho,Franklin County,84.39732143,121.9308036,18,102.3973214,30.7826087,16.0201373,37.53348214,19.53348214,,19.53348214
16043,1.981282006,1,Idaho,Fremont County,113.2244393,214.4446407,31,144.2244393,47.20108696,32.74514163,101.2202013,70.22020131,,70.22020131
16045,2.798534799,1,Idaho,Gem County,300.7492064,376.4962149,38,338.7492064,20.11892963,10.02586668,75.74700855,37.74700855,,37.74700855
16047,2.588932806,1,Idaho,Gooding County,94.78370663,157.2057532,18,112.7837066,39.70722781,28.25726518,62.42204655,44.42204655,,44.42204655
16049,3.784804039,1,Idaho,Idaho County,226.2854052,288.1038711,33,259.2854052,21.45700637,10.00280415,61.81846598,28.81846598,,28.81846598
16051,2.743775384,1,Idaho,Jefferson County,156.7986933,296.9733357,32,188.7986933,47.20108696,36.42570878,140.1746424,108.1746424,,108.1746424
16053,4.249011858,1,Idaho,Jerome County,155.5610452,258.0094423,68,223.5610452,39.70722781,13.35160323,102.448397,34.44839701,,34.44839701
16055,21.60624315,0,Idaho,Kootenai County,1292.697152,2595.448521,498,1790.697152,50.19368939,31.00625431,1302.751369,804.7513691,144265,804.7513691
16057,19.68606243,0,Idaho,Latah County,1613.776972,2060.314485,91,1704.776972,21.67326963,17.25646819,446.5375137,355.5375137,,355.5375137
16059,4.625871604,1,Idaho,Lemhi County,276.5710507,352.1269536,32,308.5710507,21.45700637,12.36937486,75.55590286,43.55590286,,43.55590286
16061,1.388554941,1,Idaho,Lewis County,83.01875451,105.6984852,46,129.0187545,21.45700637,0,22.6797307,-23.3202693,,0
16063,0.5256917,1,Idaho,Lincoln County,19.24615722,31.9211682,10,29.24615722,39.70722781,8.380053519,12.67501098,2.675010979,,2.675010979
16065,19.59067632,0,Idaho,Madison County,1119.549532,2120.402614,74,1193.549532,47.20108696,43.71118369,1000.853081,926.8530814,,926.8530814
16067,2.501976285,1,Idaho,Minidoka County,91.60013175,151.92556,49,140.6001318,39.70722781,7.454590392,60.3254282,11.3254282,,11.3254282
16069,14.82183217,0,Idaho,Nez Perce County,886.1659053,1128.255831,366,1252.165905,21.45700637,0,242.0899255,-123.9100745,,0
16071,0.690476191,1,Idaho,Oneida County,51.52678571,74.44196429,5,56.52678571,30.7826087,24.06596702,22.91517857,17.91517857,,17.91517857
16073,2.041863606,1,Idaho,Owyhee County,145.8230925,229.1991897,8,153.8230925,36.37713437,32.88672064,83.37609723,75.37609723,,75.37609723
16075,3.494505495,1,Idaho,Payette County,375.5428571,470.1274725,59,434.5428571,20.11892963,7.569141874,94.58461539,35.58461539,,35.58461539
16077,0.577380952,1,Idaho,Power County,43.08705357,62.24888393,18,61.08705357,30.7826087,1.866427611,19.16183036,1.161830357,,1.161830357
16079,4.412102957,1,Idaho,Shoshone County,361.6848302,461.7642388,104,465.6848302,21.67326963,0,100.0794085,-3.920591457,,0
16081,2.455588911,1,Idaho,Teton County,140.3296839,265.781388,1,141.3296839,47.20108696,46.82483789,125.451704,124.451704,,124.451704
16083,21.29490617,0,Idaho,Twin Falls County,1924.731904,2329.335121,369,2293.731904,17.36990155,1.52847123,404.6032172,35.60321716,79957,35.60321716
16085,2.11853811,1,Idaho,Valley County,126.6628997,161.2656889,6,132.6628997,21.45700637,17.73643813,34.60278913,28.60278913,,28.60278913
16087,1.948717949,1,Idaho,Washington County,209.4222222,262.1675214,47,256.4222222,20.11892963,2.191461061,52.74529915,5.745299145,,5.745299145
17001,28.33040422,0,Illinois,Adams County,1903.803163,2909.532513,536,2439.803163,34.56669912,16.14449564,1005.72935,469.7293497,67130,469.7293497
17003,3.573878628,1,Illinois,Alexander County,142.6242304,241.9648197,253,395.6242304,41.05579869,0,99.34058927,-153.6594107,,0
17005,5.122181437,1,Illinois,Bond County,184.6754064,366.7205034,126,310.6754064,49.6413741,15.28278253,182.045097,56.04509701,,56.04509701
17007,4.467823413,1,Illinois,Boone County,493.0562267,875.0551285,188,681.0562267,43.65426696,22.16990627,381.9989018,193.9989018,,193.9989018
17009,0.843585237,1,Illinois,Brown County,56.68892794,86.63620387,69,125.6889279,34.56669912,0,29.94727592,-39.05272408,,0
17011,11.72750555,0,Illinois,Bureau County,388.9991463,794.5938194,139,527.9991463,51.04427736,33.55106301,405.594673,266.594673,,266.594673
17013,1.245753114,1,Illinois,Calhoun County,37.06115515,84.06757267,24,61.06115515,55.91504075,27.36657761,47.00641752,23.00641752,,23.00641752
17015,4.320874066,1,Illinois,Carroll County,279.9672225,365.1138585,48,327.9672225,23.32057083,10.17398686,85.146636,37.146636,,37.146636
17017,5.254813137,1,Illinois,Cass County,156.3306908,354.6123065,36,192.3306908,55.91504075,45.76310881,198.2816157,162.2816157,,162.2816157
17019,103,0,Illinois,Champaign County,9309,12359,1341,10650,24.67837204,13.82797961,3050,1709,204897,1709
17021,13.87539599,0,Illinois,Christian County,531.9826822,1068.405491,210,741.9826822,50.20779221,30.55233351,536.4228089,326.4228089,,326.4228089
17023,4.722046747,1,Illinois,Clark County,256.625079,362.144662,60,316.625079,29.13741224,12.56944747,105.5195831,45.51958307,,45.51958307
17025,2.373341756,1,Illinois,Clay County,128.9819962,182.0170562,87,215.9819962,29.13741224,0,53.03506001,-33.96493999,,0
17027,7.091504982,1,Illinois,Clinton County,255.6775039,507.7134242,122,377.6775039,49.6413741,25.61207053,252.0359203,130.0359203,,130.0359203
17029,32.50109372,0,Illinois,Coles County,2265.891469,3272.718829,398,2663.891469,30.76424871,18.60310622,1006.82736,608.8273599,,608.8273599
17031,1913,0,Illinois,Cook County,185069,248780,55516,240585,25.60937374,3.294075086,63711,8195,5240700,8195
17033,5.116234997,1,Illinois,Crawford County,278.0476943,392.3758686,8,286.0476943,29.13741224,27.09855087,114.3281744,106.3281744,,106.3281744
17035,1.400975938,1,Illinois,Cumberland County,97.67238768,141.0721858,46,143.6723877,30.76424871,0,43.39979808,-2.600201918,,0
17037,35,0,Illinois,DeKalb County,5123,6443,782,5905,20.48735061,8.350147447,1320,538,104741,538
17039,6.06124604,1,Illinois,De Witt County,232.3881732,466.7159451,126,358.3881732,50.20779221,23.21064302,234.3277719,108.3277719,,108.3277719
17041,4.92276628,1,Illinois,Douglas County,343.202423,495.701161,4,347.202423,30.76424871,29.95731091,152.498738,148.498738,,148.498738
17043,106,0,Illinois,DuPage County,10076,13544,2711,12787,25.60543414,5.589190786,3468,757,932126,757
17045,7.175164059,1,Illinois,Edgar County,500.2337203,722.5078243,131,631.2337203,30.76424871,12.63295717,222.274104,91.27410399,,91.27410399
17047,1.80474934,1,Illinois,Edwards County,72.02286719,122.1882146,48,120.0228672,41.05579869,1.772140965,50.16534741,2.165347406,,2.165347406
17049,7.993707394,1,Illinois,Effingham County,288.2055585,572.3062402,313,601.2055585,49.6413741,0,284.1006817,-28.8993183,,0
17051,5.665443104,1,Illinois,Fayette County,204.2621919,405.6151023,27,231.2621919,49.6413741,42.98481722,201.3529103,174.3529103,,174.3529103
17053,2.856310114,1,Illinois,Ford County,138.2760128,218.1506849,80,218.2760128,36.61444938,0,79.87467211,-0.125327893,,0
17055,12.88554217,0,Illinois,Franklin County,1029.457831,1497.909639,446,1475.457831,31.27370271,1.498875944,468.4518072,22.45180723,,22.45180723
17057,11.24620708,0,Illinois,Fulton County,818.7640405,1192.700426,292,1110.764041,31.35207948,6.869821091,373.9363854,81.93638541,,81.93638541
17059,1.507915567,1,Illinois,Gallatin County,60.17700088,102.0914688,56,116.1770009,41.05579869,0,41.9144679,-14.0855321,,0
17061,3.816534541,1,Illinois,Greene County,113.5419026,257.5524726,98,211.5419026,55.91504075,17.86454215,144.01057,46.01057003,,46.01057003
17063,8.162484049,1,Illinois,Grundy County,1539.702254,1580.514675,169,1708.702254,2.58222343,0,40.81242025,-128.1875798,,0
17065,3.882585752,1,Illinois,Hamilton County,154.9439314,262.8654354,17,171.9439314,41.05579869,34.58861141,107.921504,90.92150396,,90.92150396
17067,3.957412829,1,Illinois,Hancock County,288.1137876,419.6977642,57,345.1137876,31.35207948,17.77087775,131.5839766,74.58397658,,74.58397658
17069,1.638522427,1,Illinois,Hardin County,65.38918206,110.9340369,74,139.3891821,41.05579869,0,45.54485488,-28.45514512,,0
17071,1.348948629,1,Illinois,Henderson County,98.20827788,143.0608198,26,124.2082779,31.35207948,13.17799098,44.85254192,18.85254192,,18.85254192
17073,11.23130157,0,Illinois,Henry County,817.6788661,1191.119643,349,1166.678866,31.35207948,2.051916225,373.4407772,24.44077722,,24.44077722
17075,10.22559021,0,Illinois,Iroquois County,495.0281259,780.9794521,23,518.0281259,36.61444938,33.66942952,285.9513261,262.9513261,,262.9513261
17077,48.66315261,0,Illinois,Jackson County,3887.819612,5656.960676,748,4635.819612,31.27370271,18.05105467,1769.141064,1021.141064,,1021.141064
17079,1.675300063,1,Illinois,Jasper County,91.04611497,128.4826279,23,114.046115,29.13741224,11.23615946,37.43651295,14.43651295,,14.43651295
17081,14.12597605,0,Illinois,Jefferson County,708.6975534,1028.797501,415,1123.697553,31.11398964,0,320.0999479,-94.90005206,,0
17083,7.972819932,1,Illinois,Jersey County,237.191393,538.0324651,237,474.191393,55.91504075,11.86565426,300.8410721,63.8410721,,63.8410721
17085,4.52942304,1,Illinois,Jo Daviess County,293.4799693,382.7362469,100,393.4799693,23.32057083,0,89.25627755,-10.74372245,,0
17087,2.980211082,1,Illinois,Johnson County,118.9324978,201.7713281,70,188.9324978,41.05579869,6.363059796,82.83883026,12.83883026,,12.83883026
17089,72,0,Illinois,Kane County,8361,10662,2056,10417,21.58131683,2.297880323,2301,245,523643,245
17091,28,0,Illinois,Kankakee County,1317,2636,821,2138,50.03793627,18.892261,1319,498,112120,498
17093,10.83751595,0,Illinois,Kendall County,2044.297746,2098.485325,263,2307.297746,2.58222343,0,54.18757975,-208.8124202,119348,0
17095,27.96141369,0,Illinois,Knox County,927.4748165,1894.517671,549,1476.474817,51.04427736,22.06592533,967.0428547,418.0428547,,418.0428547
17097,120,0,Illinois,Lake County,11853,15198,4362,16215,22.00947493,0,3345,-1017,703019,0
17099,36,0,Illinois,LaSalle County,2310,3755,819,3129,38.48202397,16.67110519,1445,626,112183,626
17101,3.112444725,1,Illinois,Lawrence County,169.1493999,238.7005685,77,246.1493999,29.13741224,0,69.55116867,-7.448831333,,0
17103,8.400613379,1,Illinois,Lee County,544.3103316,709.8518306,190,734.3103316,23.32057083,0,165.541499,-24.45850105,,0
17105,10.17662489,0,Illinois,Livingston County,492.65768,777.239726,246,738.65768,36.61444938,4.963982766,284.5820461,38.58204605,,38.58204605
17107,13.78035903,0,Illinois,Logan County,528.3389652,1061.087645,182,710.3389652,50.20779221,33.05558044,532.74868,350.74868,,350.74868
17109,20.22677668,0,Illinois,McDonough County,1472.581581,2145.121906,289,1761.581581,31.35207948,17.87965167,672.5403247,383.5403247,,383.5403247
17111,30,0,Illinois,McHenry County,4046,4864,624,4670,16.81743421,3.988486842,818,194,307409,194
17113,56,0,Illinois,McLean County,3271,6741,1246,4517,51.47604213,32.99213767,3470,2224,174647,2224
17115,38,0,Illinois,Macon County,2114,3840,1357,3471,44.94791667,9.609375,1726,369,109278,369
17117,19.52434881,0,Illinois,Macoupin County,580.8493771,1317.568139,222,802.8493771,55.91504075,39.06581729,736.7187618,514.7187618,,514.7187618
17119,83,0,Illinois,Madison County,6852,10891,1695,8547,37.08566707,21.52235791,4039,2344,267225,2344
17121,17.18844352,0,Illinois,Marion County,862.3409683,1251.837585,363,1225.340968,31.11398964,2.116617736,389.4966164,26.49661635,,26.49661635
17123,2.741847362,1,Illinois,Marshall County,90.94655967,185.773092,24,114.9465597,51.04427736,38.12529123,94.82653235,70.82653235,,70.82653235
17125,4.964850615,1,Illinois,Mason County,333.6379613,509.8901582,100,433.6379613,34.56669912,14.95463202,176.2521968,76.25219684,,76.25219684
17127,7.171503958,1,Illinois,Massac County,286.1961302,485.5373791,163,449.1961302,41.05579869,7.484747924,199.3412489,36.3412489,,36.3412489
17129,3.315733897,1,Illinois,Menard County,127.1252376,255.31151,143,270.1252376,50.20779221,0,128.1862724,-14.81372756,,0
17131,2.519031142,1,Illinois,Mercer County,183.3944637,267.1522491,40,223.3944637,31.35207948,16.37934384,83.75778547,43.75778547,,43.75778547
17133,8.49765747,1,Illinois,Monroe County,426.3258719,618.8859969,2,428.3258719,31.11398964,30.79082834,192.5601249,190.5601249,,190.5601249
17135,11.12716308,0,Illinois,Montgomery County,401.1793393,796.6447299,170,571.1793393,49.6413741,28.30187437,395.4653907,225.4653907,,225.4653907
17137,20.91732729,0,Illinois,Morgan County,622.290487,1411.57097,408,1030.290487,55.91504075,27.01107428,789.2804832,381.2804832,,381.2804832
17139,3.759239704,1,Illinois,Moultrie County,144.1292503,289.4614572,11,155.1292503,50.20779221,46.40763169,145.332207,134.332207,,134.332207
17141,13.56419647,0,Illinois,Ogle County,669.683757,1321.540284,265,934.683757,49.3255132,29.27315436,651.8565274,386.8565274,,386.8565274
17143,73,0,Illinois,Peoria County,5753,8957,2289,8042,35.77090544,10.21547393,3204,915,188429,915
17145,5.617971888,1,Illinois,Perry County,448.833668,653.0741299,167,615.833668,31.27370271,5.702333035,204.2404619,37.24046185,,37.24046185
17147,3.241816262,1,Illinois,Piatt County,124.2912355,249.6198522,36,160.2912355,50.20779221,35.78586235,125.3286167,89.32861668,,89.32861668
17149,4.086115993,1,Illinois,Pike County,274.5869947,419.6441125,115,389.5869947,34.56669912,7.162525782,145.0571178,30.05711775,,30.05711775
17151,1.187335092,1,Illinois,Pope County,47.38346526,80.38698329,50,97.38346526,41.05579869,0,33.00351803,-16.99648197,,0
17153,2.837730871,1,Illinois,Pulaski County,113.246482,192.1248901,76,189.246482,41.05579869,1.498196351,78.87840809,2.878408092,,2.878408092
17155,1.43879119,1,Illinois,Putnam County,47.7244323,97.48488988,,47.7244323,51.04427736,51.04427736,49.76045757,49.76045757,,49.76045757
17157,10.13465209,0,Illinois,Randolph County,508.4535832,738.108624,114,622.4535832,31.11398964,15.66910845,229.6550408,115.6550408,,115.6550408
17159,4.598862919,1,Illinois,Richland County,249.9305117,352.69741,118,367.9305117,29.13741224,0,102.7668983,-15.23310171,,0
17161,51,0,Illinois,Rock Island County,3313,5176,2343,5656,35.99304482,0,1863,-480,147258,0
17163,78,0,Illinois,St. Clair County,7851,11708,3585,11436,32.94328664,2.323197814,3857,272,266955,272
17165,13.06068602,0,Illinois,Saline County,521.2181179,884.2568162,301,822.2181179,41.05579869,7.015914064,363.0386983,62.03869833,,62.03869833
17167,56,0,Illinois,Sangamon County,5692,7368,1673,7365,22.74701412,0.040716612,1676,3,199145,3
17169,1.775043937,1,Illinois,Schuyler County,119.2829526,182.2970123,5,124.2829526,34.56669912,31.82392241,63.01405975,58.01405975,,58.01405975
17171,1.268403171,1,Illinois,Scott County,37.73499434,85.59607399,39,76.73499434,55.91504075,10.35220337,47.86107965,8.861079653,,8.861079653
17173,5.966209081,1,Illinois,Shelby County,228.7444562,459.3980993,82,310.7444562,50.20779221,32.35834962,230.6536431,148.6536431,,148.6536431
17175,0.660577087,1,Illinois,Stark County,21.91121735,44.75721359,13,34.91121735,51.04427736,21.99868011,22.84599624,9.845996244,,9.845996244
17177,21.43580353,0,Illinois,Stephenson County,1058.316243,2088.459716,324,1382.316243,49.3255132,33.8116875,1030.143473,706.1434726,,706.1434726
17179,33,0,Illinois,Tazewell County,1598,2608,839,2437,38.72699387,6.556748466,1010,171,136352,171
17181,7.432717678,1,Illinois,Union County,296.6204925,503.2225154,183,479.6204925,41.05579869,4.690176243,206.6020229,23.60202287,,23.60202287
17183,32.74147479,0,Illinois,Vermilion County,1585.038181,2500.630137,943,2528.038181,36.61444938,0,915.5919557,-27.4080443,80329,0
17185,3.170184697,1,Illinois,Wabash County,126.5138522,214.6332454,58,184.5138522,41.05579869,14.03295798,88.11939314,30.11939314,,30.11939314
17187,5.470322066,1,Illinois,Warren County,398.2589832,580.1471919,125,523.2589832,31.35207948,9.805823327,181.8882087,56.88820868,,56.88820868
17189,3.053270866,1,Illinois,Washington County,153.1820233,222.3702933,4,157.1820233,31.11398964,29.31518821,69.18827,65.18827,,65.18827
17191,4.401768793,1,Illinois,Wayne County,239.219204,337.5818067,125,364.219204,29.13741224,0,98.36260265,-26.63739735,,0
17193,3.751978892,1,Illinois,White County,149.7317502,254.0228672,65,214.7317502,41.05579869,15.46755117,104.291117,39.29111697,,39.29111697
17195,16.74908952,0,Illinois,Whiteside County,1085.242477,1415.298064,356,1441.242477,23.32057083,0,330.0555875,-25.9444125,,0
17197,95,0,Illinois,Will County,8242,11114,1819,10061,25.84128127,9.474536621,2872,1053,682829,1053
17199,25.83333333,0,Illinois,Williamson County,2063.888889,3003.055556,731,2794.888889,31.27370271,6.931828693,939.1666667,208.1666667,66924,208.1666667
17201,109.5321766,0,Illinois,Winnebago County,8729.943773,13458.94487,2774,11503.94377,35.13649208,14.52566391,4729.001098,1955.001098,290666,1955.001098
17203,8.469865119,1,Illinois,Woodford County,280.9438279,573.873314,151,431.9438279,51.04427736,24.73184981,292.9294861,141.9294861,,141.9294861
18001,5.186234818,1,Indiana,Adams County,214.1174089,363.5303644,196,410.1174089,41.10054348,0,149.4129555,-46.58704453,,0
18003,109,0,Indiana,Allen County,8164,12217,2505,10669,33.1750839,12.67086846,4053,1548,363014,1548
18005,19.82355198,0,Indiana,Bartholomew County,1144.810127,1764.296126,557,1701.810127,35.11235955,3.541695655,619.4859992,62.48599923,79587,62.48599923
18007,1.849374022,1,Indiana,Benton County,95.84859155,150.437011,9,104.8485916,36.2865621,30.30399176,54.58841941,45.58841941,,45.58841941
18009,4.89606337,1,Indiana,Blackford County,244.049928,322.1358617,94,338.049928,24.24006235,0,78.08593375,-15.91406625,,0
18011,5.458950202,1,Indiana,Boone County,687.8277254,986.4323015,143,830.8277254,30.27116768,15.77448101,298.604576,155.604576,,155.604576
18013,2.876467586,1,Indiana,Brown County,220.1123022,297.0265442,18,238.1123022,25.89473684,19.8346724,76.91424196,58.91424196,,58.91424196
18015,3.54557903,1,Indiana,Carroll County,183.7588028,288.4145149,10,193.7588028,36.2865621,32.81933023,104.6557121,94.65571205,,94.65571205
18017,7.599375798,1,Indiana,Cass County,781.8913321,1004.173074,274,1055.891332,22.13579987,0,222.2817421,-51.71825791,,0
18019,25,0,Indiana,Clark County,1707,3036,1040,2747,43.77470356,9.519104084,1329,289,112938,289
18021,11.47149972,0,Indiana,Clay County,369.8049253,893.5694521,182,551.8049253,58.61486487,38.24711398,523.7645268,341.7645268,,341.7645268
18023,7.726525822,1,Indiana,Clinton County,400.4471831,628.5129108,87,487.4471831,36.2865621,22.44436435,228.0657277,141.0657277,,141.0657277
18025,2.503947665,1,Indiana,Crawford County,112.4272502,191.5519964,53,165.4272502,41.30718954,13.63846199,79.12474622,26.12474622,,26.12474622
18027,6.028878822,1,Indiana,Daviess County,201.117214,424.3403171,285,486.117214,52.60473588,0,223.2231031,-61.77689694,,0
18029,19.629533,0,Indiana,Dearborn County,813.1534046,1360.817375,169,982.1534046,40.24522178,27.82621516,547.6639708,378.6639708,,378.6639708
18031,3.756843066,1,Indiana,Decatur County,285.520073,477.9539234,124,409.520073,40.26200873,14.31808528,192.4338504,68.43385037,,68.43385037
18033,10.06780684,0,Indiana,DeKalb County,598.3891348,909.4585513,30,628.3891348,34.20380358,30.90513758,311.0694165,281.0694165,,281.0694165
18035,58,0,Indiana,Delaware County,5999,6904,873,6872,13.10834299,0.463499421,905,32,117484,32
18037,13.41078277,0,Indiana,Dubois County,602.1441462,1025.924882,206,808.1441462,41.30718954,21.22774672,423.7807354,217.7807354,,217.7807354
18039,38,0,Indiana,Elkhart County,3235,4500,917,4152,28.11111111,7.733333333,1265,348,200563,348
18041,10.09643063,0,Indiana,Fayette County,811.3491652,1041.345855,182,993.3491652,22.08648439,4.609101719,229.9966897,47.9966897,,47.9966897
18043,17.43124448,0,Indiana,Floyd County,947.3210944,1807.485967,952,1899.321094,47.58902077,0,860.164872,-91.83512798,76244,0
18045,5.688433868,1,Indiana,Fountain County,183.3771444,443.0990592,18,201.3771444,58.61486487,54.55256782,259.7219148,241.7219148,,241.7219148
18047,5.802243673,1,Indiana,Franklin County,240.3579442,402.2405427,26,266.3579442,40.24522178,33.7814278,161.8825985,135.8825985,,135.8825985
18049,5.542775665,1,Indiana,Fulton County,329.6631812,485.1248416,67,396.6631812,32.04570185,18.23482385,155.4616603,88.46166033,,88.46166033
18051,8.018192488,1,Indiana,Gibson County,536.2937207,722.870892,220,756.2937207,25.81058021,0,186.5771714,-33.42282864,,0
18053,20.92816901,0,Indiana,Grant County,1261.503521,2303.261268,573,1834.503521,45.22968198,20.35191374,1041.757747,468.7577465,69126,468.7577465
18055,7.383352208,1,Indiana,Greene County,246.301057,519.6744054,236,482.301057,52.60473588,7.191685417,273.3733484,37.37334843,,37.37334843
18057,19.5410498,0,Indiana,Hamilton County,2153.172275,2669.567699,272,2425.172275,19.34378455,9.154868936,516.395424,244.395424,296693,244.395424
18059,7.699001427,1,Indiana,Hancock County,923.3302425,993.171184,104,1027.330243,7.032115172,0,69.84094151,-34.15905849,71575,0
18061,5.154104148,1,Indiana,Harrison County,280.105737,534.4409532,73,353.105737,47.58902077,33.92988789,254.3352162,181.3352162,,181.3352162
18063,11,0,Indiana,Hendricks County,728,1017,135,863,28.41691249,15.14257621,289,154,153879,154
18065,18.36725876,0,Indiana,Henry County,915.537206,1208.471435,337,1252.537206,24.24006235,0,292.9342295,-44.06577052,,0
18067,25.75514257,0,Indiana,Howard County,2649.918003,3403.255923,839,3488.918003,22.13579987,0,753.3379203,-85.66207973,82760,0
18069,6.258434548,1,Indiana,Huntington County,258.3839406,438.6864597,91,349.3839406,41.10054348,20.35679861,180.3025191,89.30251912,,89.30251912
18071,12.17644803,0,Indiana,Jackson County,703.1898734,1083.703874,225,928.1898734,35.11235955,14.35023021,380.5140008,155.5140008,,155.5140008
18073,5.802281369,1,Indiana,Jasper County,345.0975919,507.8377693,50,395.0975919,32.04570185,22.20003794,162.7401774,112.7401774,,112.7401774
18075,6.234757561,1,Indiana,Jay County,310.7786846,410.2150744,35,345.7786846,24.24006235,15.70795269,99.43638982,64.43638982,,64.43638982
18077,5.801551095,1,Indiana,Jefferson County,440.9178832,738.0862226,236,676.9178832,40.26200873,8.287424632,297.1683394,61.16833942,,61.16833942
18079,4.21669708,1,Indiana,Jennings County,320.4689781,536.457573,28,348.4689781,40.26200873,35.04258386,215.9885949,187.9885949,,187.9885949
18081,15,0,Indiana,Johnson County,1728,2435,365,2093,29.0349076,14.04517454,707,342,145535,342
18083,20.18948793,0,Indiana,Knox County,906.5080081,1544.495827,549,1455.508008,41.30718954,5.761609523,637.9878186,88.98781863,,88.98781863
18085,15.45251963,0,Indiana,Kosciusko County,1390.726766,1809.727779,132,1522.726766,23.15270936,15.85879469,419.0010129,287.0010129,77963,287.0010129
18087,7.337022133,1,Indiana,LaGrange County,436.082495,662.777666,34,470.082495,34.20380358,29.07387815,226.695171,192.695171,,192.695171
18089,165,0,Indiana,Lake County,11487,17256,4251,15738,33.43184979,8.796940195,5769,1518,491456,1518
18091,23,0,Indiana,LaPorte County,2185,2635,643,2828,17.07779886,0,450,-193,111281,0
18093,12.69082673,0,Indiana,Lawrence County,423.3529634,893.2389581,252,675.3529634,52.60473588,24.39280024,469.8859947,217.8859947,,217.8859947
18095,28,0,Indiana,Madison County,3841,4324,938,4779,11.17021277,0,483,-455,130482,0
18097,382,0,Indiana,Marion County,39418,48931,7291,46709,19.44166275,4.541088472,9513,2222,928281,2222
18099,10.54748038,0,Indiana,Marshall County,949.2732337,1235.272221,160,1109.273234,23.15270936,10.20009881,285.9989871,125.9989871,,125.9989871
18101,2.142129105,1,Indiana,Martin County,71.4592299,150.7729332,15,86.4592299,52.60473588,42.6560006,79.31370328,64.31370328,,64.31370328
18103,7.491549296,1,Indiana,Miami County,451.5739437,824.4866197,199,650.5739437,45.22968198,21.09345038,372.9126761,173.9126761,,173.9126761
18105,81,0,Indiana,Monroe County,9254,11225,1069,10323,17.55902005,8.035634744,1971,902,141888,902
18107,10.44385759,0,Indiana,Montgomery County,541.2799296,849.553795,343,884.2799296,36.2865621,0,308.2738654,-34.72613459,,0
18109,15.27462991,0,Indiana,Morgan County,1168.841246,1577.271567,324,1492.841246,25.89473684,5.352934989,408.4303216,84.43032159,69782,84.43032159
18111,2.807984791,1,Indiana,Newton County,167.0082383,245.765526,16,183.0082383,32.04570185,25.53543157,78.75728771,62.75728771,,62.75728771
18113,13.17525151,0,Indiana,Noble County,783.0828974,1190.164386,175,958.0828974,34.20380358,19.49995241,407.0814889,232.0814889,,232.0814889
18115,2.264544743,1,Indiana,Ohio County,93.80876598,156.9895643,7,100.808766,40.24522178,35.78632668,63.18079833,56.18079833,,56.18079833
18117,5.660815402,1,Indiana,Orange County,188.8389959,398.4343148,106,294.8389959,52.60473588,26.00060164,209.595319,103.595319,,103.595319
18119,5.093997735,1,Indiana,Owen County,169.9305398,358.5390714,50,219.9305398,52.60473588,38.65925435,188.6085315,138.6085315,,138.6085315
18121,3.448810183,1,Indiana,Parke County,111.1787493,268.6441616,86,197.1787493,58.61486487,26.60225775,157.4654123,71.46541229,,71.46541229
18123,5.391382811,1,Indiana,Perry County,242.0730882,412.440785,183,425.0730882,41.30718954,0,170.3676968,-12.63230318,,0
18125,3.180690278,1,Indiana,Pike County,142.8129935,243.3228062,48,190.8129935,41.30718954,21.58030872,100.5098128,52.50981277,,52.50981277
18127,28,0,Indiana,Porter County,2808,3876,213,3021,27.55417957,22.05882353,1068,855,166557,855
18129,4.096830986,1,Indiana,Posey County,274.0149648,369.3450704,123,397.0149648,25.81058021,0,95.33010563,-27.66989437,,0
18131,2.395437262,1,Indiana,Pulaski County,142.4714829,209.6577947,1,143.4714829,32.04570185,31.56873413,67.18631179,66.18631179,,66.18631179
18133,4.848902501,1,Indiana,Putnam County,371.0464523,500.7018887,131,502.0464523,25.89473684,0,129.6554365,-1.344563553,,0
18135,9.501920307,1,Indiana,Randolph County,473.6341815,625.1776284,62,535.6341815,24.24006235,14.32288087,151.543447,89.54344695,,89.54344695
18137,7.847638925,1,Indiana,Ripley County,325.0884425,544.0375685,52,377.0884425,40.24522178,30.68705834,218.949126,166.949126,,166.949126
18139,4.943868739,1,Indiana,Rush County,397.2892919,509.9106218,56,453.2892919,22.08648439,11.10416757,112.6213299,56.62132988,,56.62132988
18141,84,0,Indiana,St. Joseph County,6093,9087,2418,8511,32.94816771,6.338725652,2994,576,266709,576
18143,4.224908759,1,Indiana,Scott County,321.0930657,537.502281,131,452.0930657,40.26200873,15.89001914,216.4092153,85.40921533,,85.40921533
18145,6.300998574,1,Indiana,Shelby County,755.6697575,812.828816,138,893.6697575,7.032115172,0,57.15905849,-80.84094151,,0
18147,5.32370855,1,Indiana,Spencer County,239.0345139,407.263704,73,312.0345139,41.30718954,23.38268528,168.2291902,95.22919017,,95.22919017
