l30_4,county,countyname,pop2011_13,state_flag,Avg_ELITotal_11_13,Avg_Units_11_13,Avg_units_hud_12_13,Avg_Units_No_Assist_11_13,Gap_11_to_13,Gap_11_to_13_No_Assist,per100,per100_No_Assist,State_Avg_ELITotal_11_13,State_Avg_Units_11_13,State_Avg_units_hud_12_13,State_Avg_Units_No_Assist_11_13,State_Gap_11_to_13,State_Gap_11_to_13_No_Assist,State_per100,State_per100_No_Assist
18850,17137,Morgan County,35322,0,1326.598545,596.4307859,409.5,186.9307859,730.1677595,1139.667759,44.95940298,14.09098378,,,,,,,,
17350,17139,Moultrie County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
20700,17141,Ogle County,52796,0,1140.101036,463.1354023,274,189.1354023,676.965634,950.965634,40.62231219,16.58935447,,,,,,,,
20000,17143,Peoria County,187463,0,8068.50092,2538.83894,2308.5,230.3389401,5529.66198,7838.16198,31.46605504,2.854792264,,,,,,,,
16850,17145,Perry County,22068,0,555.8818652,189.4428571,172.5,16.9428571,366.4390081,538.9390081,34.07969731,3.047924057,,,,,,,,
21400,17147,Piatt County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
16850,17149,Pike County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
16850,17151,Pope County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
16850,17153,Pulaski County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
21950,17155,Putnam County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
17600,17157,Randolph County,33037,0,749.4352429,324.809683,117.5,207.309683,424.6255599,542.1255599,43.34059362,27.66212091,,,,,,,,
17150,17159,Richland County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
18950,17161,Rock Island County,147397,0,5448.016471,1812.244444,2399.5,0,3635.772027,5448.016471,33.26429818,0,,,,,,,,
20750,17163,St. Clair County,268596,0,12218.78334,4437.847681,3615,822.8476808,7780.935656,11395.93566,36.31988193,6.734284896,,,,,,,,
16850,17165,Saline County,24968,0,980.817151,573.1917415,312,261.1917415,407.6254095,719.6254095,58.44022415,26.63001368,,,,,,,,
20150,17167,Sangamon County,199109,0,8184.096206,2370.518002,1751.5,619.0180019,5813.578205,7565.078205,28.96493323,7.563669662,,,,,,,,
16850,17169,Schuyler County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
18950,17171,Scott County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
17750,17173,Shelby County,22200,0,405.0935841,229.3332064,82,147.3332064,175.7603777,257.7603777,56.61240153,36.37016537,,,,,,,,
20000,17175,Stark County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
17300,17177,Stephenson County,47031,0,1821.56563,739.5312643,337,402.5312643,1082.034366,1419.034366,40.5986615,22.09809285,,,,,,,,
20000,17179,Tazewell County,136078,0,3254.666667,1588.333333,870,718.3333333,1666.333333,2536.333333,48.80172061,22.07087259,,,,,,,,
16850,17181,Union County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
16850,17183,Vermilion County,80809,0,2665.048251,1114.330797,971,143.330797,1550.717454,2521.717454,41.81278131,5.378168929,,,,,,,,
17750,17185,Wabash County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
16850,17187,Warren County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
20450,17189,Washington County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
16850,17191,Wayne County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
16850,17193,White County,,1,,,,,,,,,11900.3157,5321.256725,3178,2143.256725,6579.058977,9757.058977,44.71525679,18.01008291
17300,17195,Whiteside County,57870,0,1528.910517,498.5759486,348,150.5759486,1030.334568,1378.334568,32.60988416,9.848578246,,,,,,,,
22100,17197,Will County,681537,0,10080.07936,2757.549101,1853.5,904.0491009,7322.530257,9176.030257,27.35642254,8.968670472,,,,,,,,
18050,17199,Williamson County,66791,0,2781.085733,969.666246,737,232.666246,1811.419487,2548.419487,34.86646364,8.366022061,,,,,,,,
18350,17201,Winnebago County,292054,0,12959.66566,3647.687895,2802.5,845.187895,9311.97777,12114.47777,28.14646604,6.521679778,,,,,,,,
20000,17203,Woodford County,39063,0,581.0882853,184.8269529,160,24.8269529,396.2613324,556.2613324,31.80703476,4.272492413,,,,,,,,
16900,18001,Adams County,34447,0,504.2152493,134.148808,189,0,370.0664413,504.2152493,26.60546428,0,,,,,,,,
18550,18003,Allen County,360698,0,12784.66667,3689,2577.5,1111.5,9095.666667,11673.16667,28.85487824,8.694008448,,,,,,,,
19450,18005,Bartholomew County,78740,0,1755.094626,471.096747,586,0,1283.997879,1755.094626,26.84167224,0,,,,,,,,
18800,18007,Benton County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
15800,18009,Blackford County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
19550,18011,Boone County,59100,0,922.1234621,249.2362283,147,102.2362283,672.8872338,819.8872338,27.02850958,11.08704338,,,,,,,,
19550,18013,Brown County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
19250,18015,Carroll County,20094,0,392.7537614,76.72640379,9.5,67.22640379,316.0273576,325.5273576,19.53549815,17.11667981,,,,,,,,
15900,18017,Cass County,38683,0,969.2334095,285.4454109,264,21.44541087,683.7879986,947.7879986,29.45063677,2.212615729,,,,,,,,
18200,18019,Clark County,112156,0,3446.229802,1288.983229,1098.5,190.4832285,2157.246573,3255.746573,37.4027068,5.527293288,,,,,,,,
16100,18021,Clay County,26850,0,811.4621057,413.8588209,187,226.8588209,397.6032848,584.6032848,51.00162016,27.9567979,,,,,,,,
18350,18023,Clinton County,32981,0,818.884314,123.4952338,88,35.49523379,695.3890802,783.3890802,15.08091334,4.334584652,,,,,,,,
15800,18025,Crawford County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
17150,18027,Daviess County,32179,0,537.7948926,208.6258268,275.5,0,329.1690658,537.7948926,38.79282412,0,,,,,,,,
20600,18029,Dearborn County,49949,0,1205.018041,439.8951338,170.5,269.3951338,765.1229074,935.6229074,36.50527368,22.35610793,,,,,,,,
16700,18031,Decatur County,26102,0,511.3425145,200.621476,122,78.62147603,310.7210385,432.7210385,39.23426477,15.37550151,,,,,,,,
17650,18033,DeKalb County,42318,0,766.3838106,287.4211367,31,256.4211367,478.9626739,509.9626739,37.50355014,33.45857951,,,,,,,,
16150,18035,Delaware County,117570,0,6704.333333,1380,941.5,438.5,5324.333333,6265.833333,20.58370208,6.540545916,,,,,,,,
20500,18037,Dubois County,42239,0,852.3337732,373.3858638,200.5,172.8858638,478.9479094,679.4479094,43.80747021,20.28382181,,,,,,,,
15800,18039,Elkhart County,199449,0,5128.333333,1416.666667,953.5,463.1666667,3711.666667,4665.166667,27.62430939,9.031524212,,,,,,,,
15800,18041,Fayette County,23998,0,959.8520766,310.5163866,181,129.5163866,649.33569,830.33569,32.35044171,13.49336942,,,,,,,,
18200,18043,Floyd County,75548,0,2625.460895,1234.255051,992,242.2550505,1391.205845,2383.205845,47.01098587,9.227143735,,,,,,,,
16450,18045,Fountain County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
20600,18047,Franklin County,22984,0,375.6811047,141.4655536,21.5,119.9655536,234.215551,255.715551,37.65575428,31.9328154,,,,,,,,
15800,18049,Fulton County,20632,0,582.5243428,191.404582,68.5,122.904582,391.1197608,459.6197608,32.85778258,21.09861734,,,,,,,,
19650,18051,Gibson County,33566,0,595.4474606,163.1388064,202,0,432.3086542,595.4474606,27.39768278,0,,,,,,,,
15800,18053,Grant County,69387,0,2218.903275,793.9149464,602.5,191.4149464,1424.988328,2027.488328,35.77961038,8.626556578,,,,,,,,
16150,18055,Greene County,32941,0,723.6640934,211.2090394,236,0,512.455054,723.6640934,29.1860604,0,,,,,,,,
19550,18057,Hamilton County,289719,0,2425.209871,695.0971047,283.5,411.5971047,1730.112766,2013.612766,28.66131765,16.97160768,,,,,,,,
19550,18059,Hancock County,70981,0,1150.81339,157.913115,104,53.91311496,992.9002753,1096.900275,13.72186979,4.684783425,,,,,,,,
18200,18061,Harrison County,39183,0,759.3362716,357.8744255,71,286.8744255,401.4618461,472.4618461,47.1299,37.7796289,,,,,,,,
19550,18063,Hendricks County,151098,0,1800.166264,296.5871353,137.5,159.0871353,1503.579128,1641.079128,16.47554125,8.837357886,,,,,,,,
16800,18065,Henry County,49199,0,1363.726378,493.4267481,345.5,147.9267481,870.2996301,1215.79963,36.18223978,10.84724549,,,,,,,,
18050,18067,Howard County,82834,0,3580.308407,1123.345909,879,244.3459091,2456.962498,3335.962498,31.37567442,6.824716791,,,,,,,,
17750,18069,Huntington County,36975,0,655.8637839,169.332879,94.5,74.83287898,486.5309049,581.0309049,25.81829995,11.40982027,,,,,,,,
17050,18071,Jackson County,43153,0,1079.69745,289.7876614,233.5,56.28766142,789.9097886,1023.409789,26.83970972,5.213280945,,,,,,,,
20350,18073,Jasper County,33405,0,597.8794104,193.6253496,54.5,139.1253496,404.2540608,458.7540608,32.38535167,23.2698011,,,,,,,,
15800,18075,Jay County,21363,0,462.7384586,163.9443364,33,130.9443364,298.7941222,331.7941222,35.42915731,28.29769905,,,,,,,,
16700,18077,Jefferson County,32420,0,705.1680444,269.1033676,235,34.10336755,436.0646768,671.0646768,38.16159421,4.836204338,,,,,,,,
15800,18079,Jennings County,28203,0,546.3646401,215.4205806,25.5,189.9205806,330.9440596,356.4440596,39.42798724,34.76077451,,,,,,,,
19550,18081,Johnson County,143448,0,3030,477,388,89,2553,2941,15.74257426,2.937293729,,,,,,,,
16450,18083,Knox County,38149,0,1352.840537,665.0667272,533.5,131.5667272,687.7738101,1221.27381,49.16076277,9.725220645,,,,,,,,
18050,18085,Kosciusko County,77674,0,1615.825012,335.3627193,132.5,202.8627193,1280.462293,1412.962293,20.75489096,12.55474558,,,,,,,,
17150,18087,LaGrange County,37678,0,544.9716515,204.2205679,34.5,169.7205679,340.7510836,375.2510836,37.47361305,31.14300853,,,,,,,,
18850,18089,Lake County,493136,0,19560.82048,6602.094944,4371,2231.094944,12958.72554,17329.72554,33.75162585,11.40593742,,,,,,,,
17850,18091,LaPorte County,111228,0,3516.333333,996.3333333,633.5,362.8333333,2520,3153.5,28.33443928,10.3185136,,,,,,,,
16050,18093,Lawrence County,45994,0,1261.032282,448.160252,265,183.160252,812.8720301,1077.87203,35.53915775,14.52462832,,,,,,,,
16700,18095,Madison County,130630,0,4642.459246,1063.171509,1008.5,54.67150946,3579.287737,4587.787737,22.9010413,1.177641129,,,,,,,,
19550,18097,Marion County,919356,0,51544.33333,10085.33333,7349.5,2735.833333,41459,48808.5,19.56632802,5.307728622,,,,,,,,
18500,18099,Marshall County,47050,0,1047.841655,218.6372808,157,61.63728078,829.2043742,986.2043742,20.86548857,5.882308695,,,,,,,,
17550,18101,Martin County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
15800,18103,Miami County,36403,0,782.1240573,282.4986911,197,85.49869111,499.6253661,696.6253661,36.11942229,10.93160226,,,,,,,,
18350,18105,Monroe County,141149,0,10872.66667,1569.333333,1078,491.3333333,9303.333333,10381.33333,14.43374824,4.518977252,,,,,,,,
17950,18107,Montgomery County,38265,0,1142.897818,224.9513741,372,0,917.9464439,1142.897818,19.68254471,0,,,,,,,,
19550,18109,Morgan County,69463,0,1655.647077,425.1918446,333,92.19184461,1230.455232,1563.455232,25.68130917,5.568327085,,,,,,,,
18850,18111,Newton County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
17200,18113,Noble County,47499,0,975.4517397,365.4979133,188.5,176.9979133,609.9538265,798.4538265,37.46960494,18.14522503,,,,,,,,
20600,18115,Ohio County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
15800,18117,Orange County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
16700,18119,Owen County,21370,0,497.6921525,145.2763845,50,95.27638451,352.415768,402.415768,29.19000908,19.1436381,,,,,,,,
16450,18121,Parke County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
17700,18123,Perry County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
15800,18125,Pike County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
18850,18127,Porter County,165919,0,3309.333333,617,232,385,2692.333333,2924.333333,18.64423852,11.63376309,,,,,,,,
18200,18129,Posey County,25583,0,309.787592,92.31128411,113,0,217.4763079,309.787592,29.79825096,0,,,,,,,,
16250,18131,Pulaski County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
18950,18133,Putnam County,37669,0,593.1480064,130.0603547,140.5,0,463.0876517,593.1480064,21.92713341,0,,,,,,,,
15800,18135,Randolph County,25824,0,726.6187897,265.8605052,63.5,202.3605052,460.7582845,524.2582845,36.58871873,27.84961084,,,,,,,,
18250,18137,Ripley County,28551,0,475.8858276,174.0815711,51,123.0815711,301.8042565,352.8042565,36.58053276,25.86367652,,,,,,,,
16850,18139,Rush County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
17500,18141,St. Joseph County,266624,0,9315.666667,2558.666667,2509.5,49.16666667,6757,9266.5,27.46627545,0.527784735,,,,,,,,
15800,18143,Scott County,23940,0,550.3076254,177.138394,126.5,50.638394,373.1692314,499.6692314,32.18897683,9.201833968,,,,,,,,
19550,18145,Shelby County,44544,0,916.3940305,123.9153757,142,0,792.4786548,916.3940305,13.52206274,0,,,,,,,,
19550,18147,Spencer County,20973,0,340.6064078,149.591608,76,73.59160802,191.0147998,267.0147998,43.91919958,21.60605506,,,,,,,,
15800,18149,Starke County,23209,0,469.22513,154.5058,11,143.5058,314.7193301,325.7193301,32.9278613,30.58357083,,,,,,,,
18200,18151,Steuben County,34206,0,621.5261315,232.8603821,156,76.86038211,388.6657494,544.6657494,37.46590373,12.36639591,,,,,,,,
16750,18153,Sullivan County,21234,0,739.8528762,397.138537,106,291.138537,342.7143392,448.7143392,53.67804191,39.35086912,,,,,,,,
16500,18155,Switzerland County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
18800,18157,Tippecanoe County,177741,0,10860.21246,1324.789675,1273.5,51.28967481,9535.422784,10808.92278,12.19856131,0.472271376,,,,,,,,
18050,18159,Tipton County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
15850,18161,Union County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
18200,18163,Vanderburgh County,180798,0,8423.084544,1939.528182,1614,325.5281824,6483.556361,8097.556361,23.02634115,3.864714651,,,,,,,,
16100,18165,Vermillion County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
16100,18167,Vigo County,108373,0,4159.222479,1613.75882,934.5,679.2588201,2545.463659,3479.963659,38.79953112,16.33138942,,,,,,,,
16850,18169,Wabash County,32455,0,788.2110891,284.8195862,122,162.8195862,503.391503,625.391503,36.13493772,20.65685048,,,,,,,,
17850,18171,Warren County,,1,,,,,,,,,5707.750097,2156.9008,863,1293.9008,3550.849297,4413.849297,37.78898451,22.6691915
18200,18173,Warrick County,60585,0,1047.861668,312.1774517,112,200.1774517,735.6842163,847.6842163,29.79185719,19.10342346,,,,,,,,
14500,18175,Washington County,27963,0,504.0718708,202.7086275,57.5,145.2086275,301.3632433,358.8632433,40.2142312,28.8071277,,,,,,,,
15800,18177,Wayne County,68308,0,2962.389674,849.9931275,615.5,234.4931275,2112.396547,2727.896547,28.69281968,7.915674618,,,,,,,,
18550,18179,Wells County,27752,0,511.2150737,131.898256,94.5,37.39825599,379.3168177,473.8168177,25.80093248,7.315562063,,,,,,,,
16750,18181,White County,24485,0,590.2695296,116.7220375,52,64.72203752,473.547492,525.547492,19.77436267,10.96482781,,,,,,,,
18550,18183,Whitley County,33303,0,490.0392263,126.6200569,39,87.62005692,363.4191694,402.4191694,25.83875945,17.88021289,,,,,,,,
18250,19001,Adair County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19003,Adams County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19005,Allamakee County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19007,Appanoose County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
18700,19009,Audubon County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
20750,19011,Benton County,25893,0,300.4509864,129.8367243,70,59.83672427,170.6142621,240.6142621,43.21394509,19.91563582,,,,,,,,
19250,19013,Black Hawk County,131862,0,5781.666667,1146,1182.5,0,4635.666667,5781.666667,19.82127414,0,,,,,,,,
20950,19015,Boone County,26305,0,931.39929,204.8254287,121.5,83.32542871,726.5738613,848.0738613,21.99115148,8.946262855,,,,,,,,
21850,19017,Bremer County,24489,0,422.0231832,161.3427316,99,62.34273161,260.6804516,359.6804516,38.23077453,14.77234761,,,,,,,,
19600,19019,Buchanan County,20936,0,471.2622272,118.0530471,37.5,80.55304706,353.2091801,390.7091801,25.0503945,17.09304129,,,,,,,,
17950,19021,Buena Vista County,20471,0,487.0987919,266.0837136,86.5,179.5837136,221.0150783,307.5150783,54.62623148,36.8680269,,,,,,,,
19000,19023,Butler County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19025,Calhoun County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
19750,19027,Carroll County,20696,0,713.9181411,391.9970582,167,224.9970582,321.921083,488.921083,54.90784385,31.51580625,,,,,,,,
17950,19029,Cass County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
20350,19031,Cedar County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
19150,19033,Cerro Gordo County,43773,0,1615.878197,797.5395146,442.5,355.0395146,818.3386827,1260.838683,49.35641287,21.97192308,,,,,,,,
18100,19035,Cherokee County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19037,Chickasaw County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19039,Clarke County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
18000,19041,Clay County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19043,Clayton County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
18700,19045,Clinton County,48742,0,1628.761225,528.0827113,319,209.0827113,1100.678514,1419.678514,32.42235284,12.83691606,,,,,,,,
17950,19047,Crawford County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
21850,19049,Dallas County,72157,0,1397.686684,271.6243041,154,117.6243041,1126.06238,1280.06238,19.43384788,8.415641747,,,,,,,,
17950,19051,Davis County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19053,Decatur County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
19100,19055,Delaware County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19057,Des Moines County,40291,0,1106.574824,399.5478019,466.5,0,707.0270221,1106.574824,36.10671355,0,,,,,,,,
19000,19059,Dickinson County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
19850,19061,Dubuque County,95073,0,3163.592714,561.5546252,674,0,2602.038089,3163.592714,17.75053478,0,,,,,,,,
17950,19063,Emmet County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19065,Fayette County,20766,0,571.7414042,216.0383669,66.5,149.5383669,355.7030373,422.2030373,37.78602796,26.15489551,,,,,,,,
17950,19067,Floyd County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19069,Franklin County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
19000,19071,Fremont County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
19150,19073,Greene County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
19250,19075,Grundy County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
21850,19077,Guthrie County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
19600,19079,Hamilton County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19081,Hancock County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
18350,19083,Hardin County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
21800,19085,Harrison County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19087,Henry County,20206,0,538.5522125,193.2872656,86.5,106.7872656,345.2649469,431.7649469,35.89016276,19.82858173,,,,,,,,
17950,19089,Howard County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
18200,19091,Humboldt County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
18700,19093,Ida County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
20600,19095,Iowa County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19097,Jackson County,19671,0,564.9296785,101.7240663,195,0,463.2056123,564.9296785,18.00650066,0,,,,,,,,
18000,19099,Jasper County,36621,0,1013.765792,227.1518647,197,30.15186475,786.6139277,983.6139277,22.40673994,2.974243654,,,,,,,,
17950,19101,Jefferson County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
22900,19103,Johnson County,136353,0,8300.333333,917,951.5,0,7383.333333,8300.333333,11.04774909,0,,,,,,,,
18850,19105,Jones County,20645,0,414.9343367,165.4437017,88.5,76.94370165,249.490635,337.990635,39.87226099,18.54358506,,,,,,,,
17950,19107,Keokuk County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
19450,19109,Kossuth County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19111,Lee County,35654,0,822.6705429,294.7011825,334.5,0,527.9693604,822.6705429,35.82250332,0,,,,,,,,
21500,19113,Linn County,215096,0,6269.666667,2309,1272.5,1036.5,3960.666667,5233.166667,36.8281142,16.53197937,,,,,,,,
17950,19115,Louisa County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
18050,19117,Lucas County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
18300,19119,Lyon County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
21850,19121,Madison County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
18450,19123,Mahaska County,22460,0,748.9418988,411.7710943,126.5,285.2710943,337.1708045,463.6708045,54.98037898,38.08988317,,,,,,,,
21000,19125,Marion County,33292,0,628.1164287,138.2859959,203.5,0,489.8304328,628.1164287,22.01598137,0,,,,,,,,
17950,19127,Marshall County,41013,0,901.4989124,389.6371794,169.5,220.1371794,511.861733,681.361733,43.2210371,24.41901775,,,,,,,,
21800,19129,Mills County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
19750,19131,Mitchell County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19133,Monona County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19135,Monroe County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19137,Montgomery County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
19600,19139,Muscatine County,42819,0,1514.92001,497.6803761,432,65.68037614,1017.239634,1449.239634,32.85192438,4.335567271,,,,,,,,
18950,19141,O'Brien County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
18550,19143,Osceola County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
17950,19145,Page County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
18250,19147,Palo Alto County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
22050,19149,Plymouth County,24915,0,451.9058398,270.2083082,156,114.2083082,181.6975316,337.6975316,59.79305518,25.27258957,,,,,,,,
17950,19151,Pocahontas County,,1,,,,,,,,,16750.71818,7846.63227,3600,4246.63227,8904.085914,12504.08591,46.84355729,25.35194147
