l30_4,county,Total,units_no_USDA,per100_no_USDA,abbrev,countyname,population,state_flag,Gap_No_USDA,Units,Gap,per100,All_HUD,All_HUD_noPH,PH,over_flag,Units_No_HUD,Unitsnoasst,eli,gap_no_hud,gap_no_assisted,per100_no_HUD,per100_no_assisted,ST_Total,ST_Gap_No_assisted,ST_eli,eli_TPaff_noPH,ST_Per100_No_Assisted,ST_Unitsnoasst,puh_1_total,ST_Units_no_USDA,ST_Per100_No_USDA,ST_population,ST_Units_No_HUD,ST_Units,ST_Gap_No_HUD,ST_Gap_No_USDA,ST_Gap,ST_per100,ST_per100_No_HUD,MinEli,MaxEli,min_max_same,USDA
12700,08075,,,,CO,Logan County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
12700,08077,1982.7902098,1634.7599068,82.447446971,CO,Mesa County,147509,0,348.03030303,1634.7599068,348.03030303,82.447446971,872,865,7,0,762.75990676,762.75990676,872,1220.030303,1220.030303,38.469017196,38.469017196,,,,,,,,,,,,,,,,,,,,,
12700,08079,,,,CO,Mineral County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
13650,08081,,,,CO,Moffat County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
12700,08083,,,,CO,Montezuma County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
12700,08085,,,,CO,Montrose County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
13000,08087,683.68126747,485.54333644,71.018961545,CO,Morgan County,28342,0,198.13793103,485.54333644,198.13793103,71.018961545,111,79,32,0,375.54333644,375.54333644,110,308.13793103,308.13793103,54.929592824,54.929592824,,,,,,,,,,,,,,,,,,,,,
12700,08089,735.51533742,631.77300613,85.895286473,CO,Otero County,18712,0,103.74233129,631.77300613,103.74233129,85.895286473,217,183,34,0,414.77300613,414.77300613,217,320.74233129,320.74233129,56.392162751,56.392162751,,,,,,,,,,,,,,,,,,,,,
13850,08091,,,,CO,Ouray County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
13750,08093,,,,CO,Park County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
12700,08095,,,,CO,Phillips County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
23900,08097,,,,CO,Pitkin County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
12700,08099,,,,CO,Prowers County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
12700,08101,4463.7300613,3041.595092,68.140211218,CO,Pueblo County,160757,0,1422.1349693,3041.595092,1422.1349693,68.140211218,1580,1244,336,0,1493.595092,1493.595092,1548,2970.1349693,2970.1349693,33.460694789,33.460694789,,,,,,,,,,,,,,,,,,,,,
13550,08103,,,,CO,Rio Blanco County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
12700,08105,,,,CO,Rio Grande County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
16300,08107,,,,CO,Routt County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
12700,08109,,,,CO,Saguache County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
12700,08111,,,,CO,San Juan County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
19650,08113,,,,CO,San Miguel County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
12700,08115,,,,CO,Sedgwick County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
19400,08117,,,,CO,Summit County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
17500,08119,,,,CO,Teller County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
12700,08121,,,,CO,Washington County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
13450,08123,4136,2646,63.974854932,CO,Weld County,265066,0,1490,2646,1490,63.974854932,1210,1184,26,0,1441,1441,1205,2695,2695,34.840425532,34.840425532,,,,,,,,,,,,,,,,,,,,,
12700,08125,,,,CO,Yuma County,,,,,,,,,,,,,,,,,,110366,73823,23584,24558,33.110740627,36543,4051,60127,54.479640469,5138553,36543,60127,73823,50239,50239,54.479640469,33.110740627,12700,23900,,
26200,09001,30154,20554,68.163427738,CT,Fairfield County,934215,0,9600,20554,9600,68.163427738,8217,5347,2870,0,12564,12564,7990,17590,17590,41.666113948,41.666113948,,,,,,,,,,,,,,,,,,,,,
18675,09003,30870,22854,74.033041788,CT,Hartford County,897374,0,8016,22854,8016,74.033041788,10759,9194,1565,0,12128,12128,10726,18742,18742,39.287333981,39.287333981,,,,,,,,,,,,,,,,,,,,,
17900,09005,3636,2161,59.433443344,CT,Litchfield County,187542,0,1475,2161,1475,59.433443344,804,637,167,0,1445,1445,716,2191,2191,39.741474147,39.741474147,,,,,,,,,,,,,,,,,,,,,
18300,09007,2980,1944,65.234899329,CT,Middlesex County,165534,0,1036,1944,1036,65.234899329,839,695,144,0,1106,1106,838,1874,1874,37.11409396,37.11409396,,,,,,,,,,,,,,,,,,,,,
18200,09009,32360,20614,63.70210136,CT,New Haven County,863148,0,11746,20614,11746,63.70210136,9898,7407,2491,0,10738,10738,9876,21622,21622,33.182941904,33.182941904,,,,,,,,,,,,,,,,,,,,,
17700,09011,6693,4556,68.07111908,CT,New London County,274071,0,2137,4556,2137,68.07111908,1630,1446,184,0,2928,2928,1628,3765,3765,43.747198566,43.747198566,,,,,,,,,,,,,,,,,,,,,
17475,09013,2369,1175,49.598986914,CT,Tolland County,152251,0,1194,1175,1194,49.598986914,441,407,34,0,734,734,441,1635,1635,30.983537358,30.983537358,,,,,,,,,,,,,,,,,,,,,
16550,09015,3055,2344,76.726677578,CT,Windham County,117918,0,711,2344,711,76.726677578,1010,822,188,0,1335,1335,1009,1720,1720,43.698854337,43.698854337,,,,,,,,,,,,,,,,,,,,,
14600,10001,2782.7711085,1512.9244979,54.367550865,DE,Kent County,167477,0,1269.8466106,1512.9244979,1269.8466106,54.367550865,859,595,264,0,653.92449789,653.92449789,859,2128.8466106,2128.8466106,23.499040071,23.499040071,,,,,,,,,,,,,,,,,,,,,
19800,10003,13238,10435,78.826106663,DE,New Castle County,545846,0,2803,10435,2803,78.826106663,4978,4131,847,0,5553,5553,4882,7685,7685,41.947424082,41.947424082,,,,,,,,,,,,,,,,,,,,,
13400,10005,2338,1906,81.522668948,DE,Sussex County,203737,0,432,1906,432,81.522668948,580,542,38,0,1326,1326,580,1012,1012,56.715141146,56.715141146,,,,,,,,,,,,,,,,,,,,,
24200,11001,52474,40800,77.752791859,DC,District of Columbia,633736,0,11674,40800,11674,77.752791859,16449,10502,5947,0,24678,24678,16122,27796,27796,47.02900484,47.02900484,,,,,,,,,,,,,,,,,,,,,
13400,12001,12832,4227,32.941084788,FL,Alachua County,251759,0,8605,4227,8605,32.941084788,2018,1668,350,0,2217,2217,2010,10615,10615,17.277119701,17.277119701,,,,,,,,,,,,,,,,,,,,,
12000,12003,,,,FL,Baker County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
12800,12005,3670,2271,61.880108992,FL,Bay County,172988,0,1399,2271,1399,61.880108992,1096,936,160,0,1175,1175,1096,2495,2495,32.016348774,32.016348774,,,,,,,,,,,,,,,,,,,,,
12650,12007,,,,FL,Bradford County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
14900,12009,10361,4572,44.127014767,FL,Brevard County,548891,0,5789,4572,5789,44.127014767,2320,1448,872,0,2252,2252,2320,8109,8109,21.73535373,21.73535373,,,,,,,,,,,,,,,,,,,,,
16350,12011,42510,15332,36.06680781,FL,Broward County,1815269,0,27178,15332,27178,36.06680781,7723,6740,983,0,7609,7609,7723,34901,34901,17.899317808,17.899317808,,,,,,,,,,,,,,,,,,,,,
11150,12013,,,,FL,Calhoun County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
12700,12015,1515,719,47.458745875,FL,Charlotte County,163151,0,796,719,796,47.458745875,267,206,61,0,452,452,267,1063,1063,29.834983498,29.834983498,,,,,,,,,,,,,,,,,,,,,
11250,12017,1478.2592087,537.00190996,36.326640605,FL,Citrus County,139771,0,941.25729877,537.00190996,941.25729877,36.326640605,104,104,0,0,433.00190996,433.00190996,104,1045.2572988,1045.2572988,29.291338583,29.291338583,,,,,,,,,,,,,,,,,,,,,
15400,12019,1180,652,55.254237288,FL,Clay County,194868,0,528,652,528,55.254237288,212,210,2,0,440,440,212,740,740,37.288135593,37.288135593,,,,,,,,,,,,,,,,,,,,,
17750,12021,4699,2183,46.456692913,FL,Collier County,334474,0,2516,2183,2516,46.456692913,589,589,0,0,1614,1614,569,3085,3085,34.34773356,34.34773356,,,,,,,,,,,,,,,,,,,,,
11700,12023,1103.4262092,688.2327408,62.372339453,FL,Columbia County,67662,0,415.19346838,688.2327408,415.19346838,62.372339453,99,77,22,0,589.2327408,589.2327408,99,514.19346838,514.19346838,53.400285031,53.400285031,,,,,,,,,,,,,,,,,,,,,
13400,12025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11150,13400,,
11150,12027,,,,FL,DeSoto County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
11150,12029,,,,FL,Dixie County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
15400,12031,23390.546667,19683.067917,84.149670365,FL,Duval County,880750,0,3707.47875,19683.067917,3707.47875,84.149670365,10058,8964,1094,0,9647.0679167,9647.0679167,10036,13743.47875,13743.47875,41.243447852,41.243447852,,,,,,,,,,,,,,,,,,,,,
12800,12033,7655,5038,65.813193991,FL,Escambia County,304099,0,2617,5038,2617,65.813193991,2549,2221,328,0,2489,2489,2549,5166,5166,32.514696277,32.514696277,,,,,,,,,,,,,,,,,,,,,
12900,12035,894.96364211,478.91874802,53.512648502,FL,Flagler County,98843,0,416.04489409,478.91874802,416.04489409,53.512648502,114,39,75,0,364.91874802,364.91874802,114,530.04489409,530.04489409,40.774700876,40.774700876,,,,,,,,,,,,,,,,,,,,,
11150,12037,,,,FL,Franklin County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
15500,12039,1044.5430517,1155.5658791,110.62884169,FL,Gadsden County,46865,0,-111.0228274,1155.5658791,-111.0228274,100,460,448,12,1,695.56587905,695.56587905,460,348.97717261,348.97717261,66.590446219,66.590446219,,,,,,,,,,,,,,,,,,,,,
11150,12041,,,,FL,Gilchrist County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
11150,12043,,,,FL,Glades County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
11400,12045,,,,FL,Gulf County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
11150,12047,,,,FL,Hamilton County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
11600,12049,,,,FL,Hardee County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
11150,12051,,,,FL,Hendry County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
14250,12053,1676,757,45.167064439,FL,Hernando County,173792,0,919,757,919,45.167064439,137,129,8,0,620,620,137,1056,1056,36.992840095,36.992840095,,,,,,,,,,,,,,,,,,,,,
11150,12055,1520.1550681,670.29727685,44.094006653,FL,Highlands County,98261,0,849.85779123,670.29727685,849.85779123,44.094006653,131,80,51,0,539.29727685,539.29727685,131,980.85779123,980.85779123,35.476464749,35.476464749,,,,,,,,,,,,,,,,,,,,,
14250,12057,26607,12334,46.356222047,FL,Hillsborough County,1279668,0,14273,12334,14273,46.356222047,6567,5223,1344,0,5767,5767,6567,20840,20840,21.674747247,21.674747247,,,,,,,,,,,,,,,,,,,,,
11150,12059,,,,FL,Holmes County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
14300,12061,2173.209002,875.32466335,40.277978903,FL,Indian River County,140918,0,1297.8843387,875.32466335,1297.8843387,40.277978903,289,289,0,0,590.32466335,590.32466335,285,1582.8843387,1582.8843387,27.163731735,27.163731735,,,,,,,,,,,,,,,,,,,,,
11150,12063,644.35811518,659.0017452,102.27259185,FL,Jackson County,49105,0,-14.64363002,659.0017452,-14.64363002,100,324,275,49,1,335.0017452,335.0017452,324,309.35636998,309.35636998,51.989993966,51.989993966,,,,,,,,,,,,,,,,,,,,,
11250,12065,,,,FL,Jefferson County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
11150,12067,,,,FL,Lafayette County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
14900,12069,3508,2223,63.369441277,FL,Lake County,305010,0,1285,2223,1285,63.369441277,621,607,14,0,1602,1602,621,1906,1906,45.66704675,45.66704675,,,,,,,,,,,,,,,,,,,,,
14200,12071,7568,3596,47.515856237,FL,Lee County,647554,0,3972,3596,3972,47.515856237,1524,1075,449,0,2072,2072,1524,5496,5496,27.378435518,27.378435518,,,,,,,,,,,,,,,,,,,,,
15500,12073,14159.456948,4401.4341209,31.084766436,FL,Leon County,280882,0,9758.0228274,4401.4341209,9758.0228274,31.084766436,1704,1456,248,0,2709.4341209,2709.4341209,1692,11450.022827,11450.022827,19.135155612,19.135155612,,,,,,,,,,,,,,,,,,,,,
11150,12075,609.78245614,419.68070175,68.82465993,FL,Levy County,40057,0,190.10175439,419.68070175,190.10175439,68.82465993,129,93,36,0,290.68070175,290.68070175,129,319.10175439,319.10175439,47.669574424,47.669574424,,,,,,,,,,,,,,,,,,,,,
11600,12077,,,,FL,Liberty County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
11150,12079,,,,FL,Madison County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
14300,12081,4779,2264,47.3739276,FL,Manatee County,335840,0,2515,2264,2515,47.3739276,984,823,161,0,1281,1281,983,3498,3498,26.804770873,26.804770873,,,,,,,,,,,,,,,,,,,,,
11500,12083,3587,2251,62.754390856,FL,Marion County,334771,0,1336,2251,1336,62.754390856,1153,1081,72,0,1098,1098,1153,2489,2489,30.610538054,30.610538054,,,,,,,,,,,,,,,,,,,,,
14900,12085,1760,530,30.113636364,FL,Martin County,149658,0,1230,530,1230,30.113636364,139,103,36,0,391,391,139,1369,1369,22.215909091,22.215909091,,,,,,,,,,,,,,,,,,,,,
13400,12086,87981.730672,22291.728151,25.336769328,FL,Miami-Dade County,2600861,0,65690.002521,22291.728151,65690.002521,25.336769328,0,0,,0,22291.728151,22291.728151,0,65690.002521,65690.002521,25.336769328,25.336769328,,,,,,,,,,,,,,,,,,,,,
14800,12087,2827.2693277,1150.2718487,40.684905306,FL,Monroe County,75208,0,1676.997479,1150.2718487,1676.997479,40.684905306,394,213,181,0,756.27184874,756.27184874,394,2070.997479,2070.997479,26.749197231,26.749197231,,,,,,,,,,,,,,,,,,,,,
15400,12089,784.45333333,484.93208333,61.81783705,FL,Nassau County,74918,0,299.52125,484.93208333,299.52125,61.81783705,91,57,34,0,393.93208333,393.93208333,91,390.52125,390.52125,50.217401927,50.217401927,,,,,,,,,,,,,,,,,,,,,
13900,12091,2980,1392,46.711409396,FL,Okaloosa County,188984,0,1588,1392,1588,46.711409396,564,367,197,0,828,828,564,2152,2152,27.785234899,27.785234899,,,,,,,,,,,,,,,,,,,,,
11150,12093,,,,FL,Okeechobee County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
14900,12095,21150,7091,33.527186761,FL,Orange County,1200241,0,14059,7091,14059,33.527186761,3507,3046,461,0,3600,3600,3491,17550,17550,17.021276596,17.021276596,,,,,,,,,,,,,,,,,,,,,
14900,12097,3129,973,31.096196868,FL,Osceola County,289449,0,2156,973,2156,31.096196868,411,411,0,0,564,564,409,2565,2565,18.024928092,18.024928092,,,,,,,,,,,,,,,,,,,,,
17000,12099,24940,10827,43.412189254,FL,Palm Beach County,1359074,0,14113,10827,14113,43.412189254,4870,3830,1040,0,5962,5962,4865,18978,18978,23.905372895,23.905372895,,,,,,,,,,,,,,,,,,,,,
14250,12101,6038,2520,41.735674064,FL,Pasco County,472745,0,3518,2520,3518,41.735674064,868,823,45,0,1655,1655,865,4383,4383,27.409738324,27.409738324,,,,,,,,,,,,,,,,,,,,,
14250,12103,21268,10474,49.247696069,FL,Pinellas County,925030,0,10794,10474,10794,49.247696069,5389,4665,724,0,5093,5093,5381,16175,16175,23.946774497,23.946774497,,,,,,,,,,,,,,,,,,,,,
13000,12105,10040,5020,50,FL,Polk County,617323,0,5020,5020,5020,50,1967,1568,399,0,3073,3073,1947,6967,6967,30.607569721,30.607569721,,,,,,,,,,,,,,,,,,,,,
11150,12107,1235.0363579,866.08125198,70.125972118,FL,Putnam County,73191,0,368.95510591,866.08125198,368.95510591,70.125972118,477,259,218,0,389.08125198,389.08125198,477,845.95510591,845.95510591,31.503627362,31.503627362,,,,,,,,,,,,,,,,,,,,,
15400,12109,1871,747,39.925173704,FL,St. Johns County,203402,0,1124,747,1124,39.925173704,179,179,0,0,568,568,179,1303,1303,30.358097274,30.358097274,,,,,,,,,,,,,,,,,,,,,
14900,12111,3642,1737,47.693574959,FL,St. Lucie County,283988,0,1905,1737,1905,47.693574959,901,512,389,0,837,837,900,2805,2805,22.981878089,22.981878089,,,,,,,,,,,,,,,,,,,,,
12800,12113,1403,603,42.979330007,FL,Santa Rosa County,158240,0,800,603,800,42.979330007,302,243,59,0,301,301,302,1102,1102,21.454027085,21.454027085,,,,,,,,,,,,,,,,,,,,,
14300,12115,5068,1860,36.700868193,FL,Sarasota County,386944,0,3208,1860,3208,36.700868193,903,629,274,0,957,957,903,4111,4111,18.883188635,18.883188635,,,,,,,,,,,,,,,,,,,,,
14900,12117,5582,1652,29.595127195,FL,Seminole County,432135,0,3930,1652,3930,29.595127195,652,442,210,0,1000,1000,652,4582,4582,17.914725905,17.914725905,,,,,,,,,,,,,,,,,,,,,
11650,12119,,,,FL,Sumter County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
11150,12121,617.23903509,407.6754386,66.04822693,FL,Suwannee County,43404,0,209.56359649,407.6754386,209.56359649,66.04822693,109,78,31,0,299.6754386,299.6754386,108,317.56359649,317.56359649,48.550953773,48.550953773,,,,,,,,,,,,,,,,,,,,,
11150,12123,,,,FL,Taylor County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
12050,12125,,,,FL,Union County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
12900,12127,8529,3923,45.996013601,FL,Volusia County,498981,0,4606,3923,4606,45.996013601,1975,1485,490,0,1948,1948,1975,6581,6581,22.839723297,22.839723297,,,,,,,,,,,,,,,,,,,,,
11800,12129,,,,FL,Wakulla County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
12100,12131,770.68900524,767.28795812,99.558700449,FL,Walton County,57821,0,3.4010471204,767.28795812,3.4010471204,99.558700449,315,308,7,0,452.28795812,452.28795812,315,318.40104712,318.40104712,58.686182759,58.686182759,,,,,,,,,,,,,,,,,,,,,
11150,12133,,,,FL,Washington County,,,,,,,,,,,,,,,,,,397132,284676,64885,65008,28.317033128,112456,11450,177341,44.655429429,19361792,112456,177341,284676,219791,219791,44.655429429,28.317033128,11150,13400,,
11600,13001,,,,GA,Appling County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13003,,,,GA,Atkinson County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13005,,,,GA,Bacon County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13007,,,,GA,Baker County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
12550,13009,1276.3833215,971.80976072,76.137767108,GA,Baldwin County,45854,0,304.57356077,971.80976072,304.57356077,76.137767108,348,207,141,0,623.80976072,623.80976072,348,652.57356077,652.57356077,48.873230339,48.873230339,,,,,,,,,,,,,,,,,,,,,
11900,13011,,,,GA,Banks County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
18950,13013,1092.1975309,749.5308642,68.625943844,GA,Barrow County,70873,0,342.66666667,749.5308642,342.66666667,68.625943844,246,124,122,0,505.5308642,505.5308642,244,586.66666667,586.66666667,46.285662612,46.285662612,,,,,,,,,,,,,,,,,,,,,
18950,13015,1670.071066,1003.5736041,60.091670618,GA,Bartow County,100771,0,666.49746193,1003.5736041,666.49746193,60.091670618,318,173,145,0,702.57360406,702.57360406,301,967.49746193,967.49746193,42.06848549,42.06848549,,,,,,,,,,,,,,,,,,,,,
11600,13017,,,,GA,Ben Hill County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13019,,,,GA,Berrien County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
14200,13021,7927,6568,82.856061562,GA,Bibb County,155237,0,1359,6568,1359,82.856061562,2986,2142,844,0,3585,3585,2983,4342,4342,45.225179765,45.225179765,,,,,,,,,,,,,,,,,,,,,
11900,13023,,,,GA,Bleckley County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13025,,,,GA,Brantley County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13027,,,,GA,Brooks County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
13550,13029,,,,GA,Bryan County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
11600,13031,3563.5664272,1712.5386027,48.056873294,GA,Bulloch County,71940,0,1851.0278245,1712.5386027,1851.0278245,48.056873294,355,271,84,0,1357.5386027,1357.5386027,355,2206.0278245,2206.0278245,38.094943097,38.094943097,,,,,,,,,,,,,,,,,,,,,
11600,13033,,,,GA,Burke County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
13100,13035,,,,GA,Butts County,,,,,,,,,,,,,,,,,,226182,125677,39859,40470,44.435454634,100505,21617,140364,62.057988699,9907756,100505,140364,125677,85818,85818,62.057988699,44.435454634,11600,18950,,
