l30_4,county,Total,units_no_USDA,per100_no_USDA,abbrev,countyname,population,usda,state_flag,Gap_No_USDA,Units,Gap,per100,All_HUD,All_HUD_noPH,PH,over_flag,Units_No_HUD,Unitsnoasst,eli,gap_no_hud,gap_no_assisted,per100_no_HUD,per100_no_assisted,ST_Total,ST_Gap_No_assisted,ST_eli,eli_TPaff_noPH,ST_Per100_No_Assisted,ST_Unitsnoasst,puh_1_total,ST_Units_no_USDA,ST_Per100_No_USDA,ST_usda,ST_population,ST_Units_No_HUD,ST_Units,ST_Gap_No_HUD,ST_Gap_No_USDA,ST_Gap,ST_per100,ST_per100_No_HUD,ST_over_flag,MinEli,MaxEli,min_max_same
25150,27025,1062.6338413,669.61039469,63.014216999,MN,Chisago County,53798,171,0,393.02344666,840.61039469,222.02344666,79.106307552,211,188,23,0,630.61039469,459.61039469,210,432.02344666,603.02344666,59.344091083,43.25200053,,,,,,,,,,,,,,,,,,,,,,
21100,27027,2762.37735,1609.5161146,58.265613659,MN,Clay County,60249,14,0,1152.8612355,1623.5161146,1138.8612355,58.772423491,775,621,154,0,849.51611459,835.51611459,774,1912.8612355,1926.8612355,30.753079936,30.246270104,,,,,,,,,,,,,,,,,,,,,,
18000,27029,,,,MN,Clearwater County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27031,,,,MN,Cook County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27033,,,,MN,Cottonwood County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27035,1731.515263,1137.2342773,65.678559215,MN,Crow Wing County,62900,155,0,594.28098566,1292.2342773,439.28098566,74.630256224,574,388,186,0,718.23427731,563.23427731,574,1013.2809857,1168.2809857,41.48010085,32.528403841,,,,,,,,,,,,,,,,,,,,,,
25150,27037,14468,7612,52.612662427,MN,Dakota County,405521,24,0,6856,7636,6832,52.778545756,3113,2746,367,0,4525,4501,3111,9943,9967,31.27591927,31.110035941,,,,,,,,,,,,,,,,,,,,,,
24400,27039,,,,MN,Dodge County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18200,27041,1379.1008145,630.72343891,45.734396811,MN,Douglas County,36413,168,0,748.37737557,798.72343891,580.37737557,57.91624735,319,215,104,0,479.72343891,311.72343891,319,899.37737557,1067.3773756,34.785233529,22.60338299,,,,,,,,,,,,,,,,,,,,,,
18000,27043,,,,MN,Faribault County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18700,27045,,,,MN,Fillmore County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18100,27047,,,,MN,Freeborn County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
21850,27049,,,,MN,Goodhue County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27051,,,,MN,Grant County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
25150,27053,40231,23550,58.536949119,MN,Hennepin County,1184091,11,0,16681,23561,16670,58.564291218,16799,11163,5636,0,6845,6834,16716,33386,33397,17.014242748,16.986900649,,,,,,,,,,,,,,,,,,,,,,
20500,27055,,,,MN,Houston County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27057,,,,MN,Hubbard County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
25150,27059,,,,MN,Isanti County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27061,956.87300137,788.90018273,82.445651785,MN,Itasca County,45303,123,0,167.97281864,911.90018273,44.972818639,95.3000222,400,328,72,0,511.90018273,388.90018273,400,444.97281864,567.97281864,53.497191581,40.642821166,,,,,,,,,,,,,,,,,,,,,,
18000,27063,,,,MN,Jackson County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27065,,,,MN,Kanabec County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
19500,27067,1284.1305615,911.73382553,71.000087754,MN,Kandiyohi County,42316,178,0,372.39673596,1089.7338255,194.39673596,84.861606616,502,362,140,0,587.73382553,409.73382553,502,696.39673596,874.39673596,45.769008476,31.907489613,,,,,,,,,,,,,,,,,,,,,,
19100,27069,,,,MN,Kittson County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18650,27071,,,,MN,Koochiching County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27073,,,,MN,Lac qui Parle County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27075,,,,MN,Lake County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18200,27077,,,,MN,Lake of the Woods County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
21750,27079,,,,MN,Le Sueur County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27081,,,,MN,Lincoln County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
19550,27083,,,,MN,Lyon County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
21750,27085,,,,MN,McLeod County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27087,,,,MN,Mahnomen County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18500,27089,,,,MN,Marshall County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18100,27091,,,,MN,Martin County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
19150,27093,,,,MN,Meeker County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27095,,,,MN,Mille Lacs County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27097,,,,MN,Morrison County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27099,,,,MN,Mower County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27101,,,,MN,Murray County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
20700,27103,,,,MN,Nicollet County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27105,,,,MN,Nobles County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27107,,,,MN,Norman County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
24400,27109,4095,3440,84.004884005,MN,Olmsted County,147431,67,0,655,3507,588,85.641025641,1415,1327,88,0,2121,2054,1386,1974,2041,51.794871795,50.158730159,,,,,,,,,,,,,,,,,,,,,,
18000,27111,1679.6942986,922.3359276,54.910939946,MN,Otter Tail County,57417,336,0,757.35837104,1258.3359276,421.35837104,74.91457991,496,418,78,0,764.3359276,428.3359276,494,915.35837104,1251.358371,45.504466391,25.500826427,,,,,,,,,,,,,,,,,,,,,,
18000,27113,,,,MN,Pennington County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27115,,,,MN,Pine County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27117,,,,MN,Pipestone County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
19400,27119,1276.821695,1058.3725754,82.891180459,MN,Polk County,31630,210,0,218.44911967,1268.3725754,8.4491196658,99.338269415,680,612,68,0,599.37257535,389.37257535,669,677.44911967,887.44911967,46.942543167,30.49545421,,,,,,,,,,,,,,,,,,,,,,
18100,27121,,,,MN,Pope County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
25150,27123,29637,18659,62.958464082,MN,Ramsey County,521265,0,0,10978,18659,10978,62.958464082,12115,8633,3482,0,6614,6614,12045,23023,23023,22.316698721,22.316698721,,,,,,,,,,,,,,,,,,,,,,
18000,27125,,,,MN,Red Lake County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27127,,,,MN,Redwood County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27129,,,,MN,Renville County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
21700,27131,,,,MN,Rice County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18150,27133,,,,MN,Rock County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27135,,,,MN,Roseau County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18700,27137,9466.6212566,6387.9379526,67.478541493,MN,St. Louis County,200563,184,0,3078.683304,6571.9379526,2894.683304,69.422212788,3657,2378,1279,0,2916.9379526,2732.9379526,3655,6549.683304,6733.683304,30.812872656,28.869201361,,,,,,,,,,,,,,,,,,,,,,
25150,27139,,,,MN,Scott County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
25150,27141,,,,MN,Sherburne County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18800,27143,,,,MN,Sibley County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
20800,27145,4383,2505,57.152635181,MN,Stearns County,151728,239,0,1878,2744,1639,62.605521332,1412,1230,182,0,1340,1101,1404,3043,3282,30.572667123,25.119780972,,,,,,,,,,,,,,,,,,,,,,
21050,27147,,,,MN,Steele County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
20200,27149,,,,MN,Stevens County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27151,,,,MN,Swift County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27153,,,,MN,Todd County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27155,,,,MN,Traverse County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
20700,27157,,,,MN,Wabasha County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18000,27159,,,,MN,Wadena County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
20150,27161,,,,MN,Waseca County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
25150,27163,5506,3405,61.841627316,MN,Washington County,244103,0,0,2101,3405,2101,61.841627316,1293,1219,74,0,2117,2117,1288,3389,3389,38.448964766,38.448964766,,,,,,,,,,,,,,,,,,,,,,
18000,27165,,,,MN,Watonwan County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
18650,27167,,,,MN,Wilkin County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
19650,27169,1017.8439701,719.62753469,70.701164011,MN,Winona County,51285,62,0,298.21643543,781.62753469,236.21643543,76.792470912,496,288,208,0,286.62753469,224.62753469,495,731.21643543,793.21643543,28.160262584,22.068955683,,,,,,,,,,,,,,,,,,,,,,
25150,27171,2965,1839,62.023608769,MN,Wright County,127386,441,0,1126,2280,685,76.897133221,416,397,19,0,1876,1435,404,1089,1530,63.271500843,48.397976391,,,,,,,,,,,,,,,,,,,,,,
18050,27173,,,,MN,Yellow Medicine County,,,,,,,,,,,,,,,,,,,164476,107029,44325,44654,34.927284224,57447,15350,101772,61.876504779,6815,5383661,64262,108587,100214,62704,55889,66.019966439,39.070745884,0,18000,25150,
12650,28001,1180.2564269,1109.4936544,94.004457767,MS,Adams County,32189,14,0,70.762772535,1123.4936544,56.762772535,95.190640674,716,541,175,0,407.49365441,393.49365441,716,772.76277253,786.76277253,34.525857696,33.339674788,,,,,,,,,,,,,,,,,,,,,,
14100,28003,,,,MS,Alcorn County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28005,,,,MS,Amite County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28007,,,,MS,Attala County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28009,,,,MS,Benton County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28011,1168.957461,976.46169265,83.532696887,MS,Bolivar County,33961,336,0,192.49576837,1312.4616927,-143.5042316,100,610,554,56,1,702.46169265,366.46169265,610,466.49576837,802.49576837,60.093007322,31.349446397,,,,,,,,,,,,,,,,,,,,,,
12650,28013,,,,MS,Calhoun County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12950,28015,,,,MS,Carroll County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
13550,28017,,,,MS,Chickasaw County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28019,,,,MS,Choctaw County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28021,,,,MS,Claiborne County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12750,28023,,,,MS,Clarke County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28025,,,,MS,Clay County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28027,1022.7284496,1113.581623,108.88341117,MS,Coahoma County,25527,110,0,-90.85317335,1223.581623,-200.8531734,100,827,724,103,1,396.58162299,286.58162299,827,626.14682665,736.14682665,38.776825181,28.021282002,,,,,,,,,,,,,,,,,,,,,,
17650,28029,,,,MS,Copiah County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28031,,,,MS,Covington County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
17750,28033,2409,1124,46.658364467,MS,DeSoto County,166266,70,0,1285,1194,1215,49.564134496,504,504,0,0,690,620,504,1719,1789,28.642590286,25.736820257,,,,,,,,,,,,,,,,,,,,,,
15050,28035,2801.6957001,1763.2109519,62.933706604,MS,Forrest County,76159,10,0,1038.4847483,1773.2109519,1028.4847483,63.290633304,1159,941,218,0,614.21095186,604.21095186,1159,2187.4847483,2197.4847483,21.922828801,21.565902101,,,,,,,,,,,,,,,,,,,,,,
12700,28037,,,,MS,Franklin County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
17500,28039,,,,MS,George County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
14000,28041,,,,MS,Greene County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
13600,28043,1021.0754055,799.81508109,78.330657738,MS,Grenada County,21660,135,0,221.26032436,934.81508109,86.26032436,91.552012329,382,352,30,0,552.81508109,417.81508109,382,468.26032436,603.26032436,54.140475634,40.919121042,,,,,,,,,,,,,,,,,,,,,,
16450,28045,1949.782197,906.12647306,46.473215033,MS,Hancock County,45136,164,0,1043.6557239,1070.1264731,879.65572391,54.884410922,434,358,76,0,636.12647306,472.12647306,434,1313.6557239,1477.6557239,32.625514483,24.214318594,,,,,,,,,,,,,,,,,,,,,,
16450,28047,7022,5050,71.916832811,MS,Harrison County,193642,95,0,1972,5145,1877,73.269723725,3041,2435,606,0,2104,2009,3041,4918,5013,29.962973512,28.610082598,,,,,,,,,,,,,,,,,,,,,,
17650,28049,10298.944769,8898.7762344,86.404737906,MS,Hinds County,246364,81,0,1400.1685342,8979.7762344,1319.1685342,87.191226249,5554,5411,143,0,3425.7762344,3344.7762344,5554,6873.1685342,6954.1685342,33.263371262,32.476882919,,,,,,,,,,,,,,,,,,,,,,
12650,28051,,,,MS,Holmes County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28053,,,,MS,Humphreys County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28055,,,,MS,Issaquena County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
14600,28057,,,,MS,Itawamba County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
17500,28059,3704,2915,78.698704104,MS,Jackson County,140194,29,0,789,2944,760,79.481641469,1932,1617,315,0,1012,983,1932,2692,2721,27.321814255,26.53887689,,,,,,,,,,,,,,,,,,,,,,
12750,28061,,,,MS,Jasper County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28063,,,,MS,Jefferson County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28065,,,,MS,Jefferson Davis County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
12650,28067,1590.2587482,1083.7796944,68.151154376,MS,Jones County,68273,28,0,506.47905372,1111.7796944,478.47905372,69.911874135,617,301,316,0,494.77969443,466.77969443,617,1095.4790537,1123.4790537,31.113156586,29.352436827,,,,,,,,,,,,,,,,,,,,,,
13700,28069,,,,MS,Kemper County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
18600,28071,2388.677404,951.57521422,39.836907764,MS,Lafayette County,50256,29,0,1437.1021898,980.57521422,1408.1021898,41.050968732,272,131,141,0,708.57521422,679.57521422,272,1680.1021898,1709.1021898,29.663914141,28.449853173,,,,,,,,,,,,,,,,,,,,,,
15050,28073,1499.2061742,604.97059904,40.352728628,MS,Lamar County,58038,212,0,894.23557516,816.97059904,682.23557516,54.493545525,204,165,39,0,612.97059904,400.97059904,204,886.23557516,1098.2355752,40.88634436,26.745527463,,,,,,,,,,,,,,,,,,,,,,
13750,28075,1963.0349099,1685.1768018,85.845483098,MS,Lauderdale County,80261,51,0,277.85810811,1736.1768018,226.85810811,88.443501083,1729,924,805,0,7.1768018018,-43.8231982,1729,1955.8581081,2006.8581081,0.3655972579,-2.232420727,,,,,,,,,,,,,,,,,,,,,,
13550,28077,,,,MS,Lawrence County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
13600,28079,,,,MS,Leake County,,,,,,,,,,,,,,,,,,,88576,57919,26041,26046,34.610955564,30657,8083,56698,64.010567197,7373,2984345,38030,64071,50546,31878,24505,72.334492413,42.93488078,0,12650,17650,
16000,28081,3124.960077,2277.5132275,72.881354367,MS,Lee County,84588,129,0,847.44684945,2406.5132275,718.44684945,77.009407104,1243,878,365,0,1163.5132275,1034.5132275,1243,1961.4468494,2090.4468494,37.232898945,33.104846207,,,,,,,,,,,,,,,,,,,,,,
12650,28083,2053.0489885,1460.4097977,71.133704354,MS,Leflore County,31772,35,0,592.63919077,1495.4097977,557.63919077,72.838485886,870,560,310,0,625.40979769,590.40979769,870,1427.6391908,1462.6391908,30.462487803,28.757706271,,,,,,,,,,,,,,,,,,,,,,
