county,ELI_Cutoff,Number of ELI HHs surveyed,Unweighted ELI obs < 10,State Name,County Name,Housing gap,Total ELI renters,Number of HUD asst units,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),AAA units,AAA units (asst off),Total Population 2013,"AAA units (asst off, no neg)",check,check_noasst
20045,21250,27,0,Kansas,Douglas County,3761,4353,687,4448,13.59981622,0,592,-95,114322,0,4353,4353
20047,16550,0.940737284,1,Kansas,Edwards County,33.57909473,57.90760616,13,46.57909473,42.01263538,19.5630802,24.32851143,11.32851143,,11.32851143,57.90760616,57.90760616
20049,16550,0.551062092,1,Kansas,Elk County,42.41727941,55.91830065,18,60.41727941,24.14419087,0,13.50102124,-4.498978758,,0,55.91830065,55.91830065
20051,19550,8.645854869,1,Kansas,Ellis County,634.6057474,1062.143271,195,829.6057474,40.25234025,21.89323509,427.5375233,232.5375233,,232.5375233,1062.143271,1062.143271
20053,17250,1.008892482,1,Kansas,Ellsworth County,53.69830234,100.6370251,13,66.69830234,46.64160401,33.72389307,46.93872272,33.93872272,,33.93872272,100.6370251,100.6370251
20055,18100,7.556015643,1,Kansas,Finney County,645.6958822,1160.535312,189,834.6958822,44.36223735,28.0766493,514.8394295,325.8394295,,325.8394295,1160.535312,1160.535312
20057,16650,4.939498505,1,Kansas,Ford County,422.1025995,758.6620658,170,592.1025995,44.36223735,21.95436859,336.5594663,166.5594663,,166.5594663,758.6620658,758.6620658
20059,18800,8.227581363,1,Kansas,Franklin County,1009.935612,1297.607118,187,1196.935612,22.16938406,7.758242393,287.6715055,100.6715055,,100.6715055,1297.607118,1297.607118
20061,18350,8.806317868,1,Kansas,Geary County,1044.282527,1240.46772,175,1219.282527,15.81542102,1.707839081,196.1851925,21.1851925,,21.1851925,1240.46772,1240.46772
20063,16550,0.215009303,1,Kansas,Gove County,15.78168286,26.41389291,,15.78168286,40.25234025,40.25234025,10.63221005,10.63221005,,10.63221005,26.41389291,26.41389291
20065,18300,0.310109572,1,Kansas,Graham County,22.76204259,38.09696093,13,35.76204259,40.25234025,6.128883462,15.33491834,2.334918338,,2.334918338,38.09696093,38.09696093
20067,19400,1.346215781,1,Kansas,Grant County,115.0402577,206.7665056,16,131.0402577,44.36223735,36.62404012,91.72624799,75.72624799,,75.72624799,206.7665056,206.7665056
20069,18850,0.546583851,1,Kansas,Gray County,46.70807453,83.95031056,,46.70807453,44.36223735,44.36223735,37.24223603,37.24223603,,37.24223603,83.95031056,83.95031056
20071,19100,0.074426297,1,Kansas,Greeley County,5.462890221,9.143270622,,5.462890221,40.25234025,40.25234025,3.680380401,3.680380401,,3.680380401,9.143270622,9.143270622
20073,16550,1.85498366,1,Kansas,Greenwood County,142.7849265,188.2320261,24,166.7849265,24.14419087,11.39396951,45.44709967,21.44709967,,21.44709967,188.2320261,188.2320261
20075,16550,0.156889809,1,Kansas,Hamilton County,13.40694732,24.0968484,2,15.40694732,44.36223735,36.06239678,10.68990108,8.689901081,,8.689901081,24.0968484,24.0968484
20077,16550,1.713485768,1,Kansas,Harper County,61.16192254,105.4745684,34,95.16192254,42.01263538,9.777376655,44.31264582,10.31264582,,10.31264582,105.4745684,105.4745684
20079,18950,5.369304162,1,Kansas,Harvey County,540.4204639,674.6530679,308,848.4204639,19.896538,0,134.2326041,-173.767396,,0,674.6530679,674.6530679
20081,19100,0.379572119,1,Kansas,Haskell County,32.43616287,58.29882678,6,38.43616287,44.36223735,34.07043504,25.86266391,19.86266391,,19.86266391,58.29882678,58.29882678
20083,17150,0.22268231,1,Kansas,Hodgeman County,19.02921555,34.20197838,3,22.02921555,44.36223735,35.59081493,15.17276283,12.17276283,,12.17276283,34.20197838,34.20197838
20085,18650,2.546045504,1,Kansas,Jackson County,96.34236186,149.0964247,56,152.3423619,35.38251366,0,52.75406284,-3.245937161,,0,149.0964247,149.0964247
20087,18650,1.987862441,1,Kansas,Jefferson County,153.788267,208.0930546,20,173.788267,26.09639601,16.48531118,54.30478759,34.30478759,,34.30478759,208.0930546,208.0930546
20089,16550,0.349232013,1,Kansas,Jewell County,18.58787389,34.83589329,12,30.58787389,46.64160401,12.19437483,16.2480194,4.248019402,,4.248019402,34.83589329,34.83589329
20091,21350,67,0,Kansas,Johnson County,7782,9823,1448,9230,20.77776647,6.036852286,2041,593,566933,593,9823,9823
20093,16550,0.116402116,1,Kansas,Kearny County,9.947089947,17.87830688,7,16.94708995,44.36223735,5.20864161,7.931216931,0.931216931,,0.931216931,17.87830688,17.87830688
20095,17600,1.738684088,1,Kansas,Kingman County,62.06136258,107.025665,4,66.06136258,42.01263538,38.27521408,44.96430238,40.96430238,,40.96430238,107.025665,107.025665
20097,16550,1.007932805,1,Kansas,Kiowa County,35.97760149,62.04386374,15,50.97760149,42.01263538,17.83619134,26.06626225,11.06626225,,11.06626225,62.04386374,62.04386374
20099,16550,5.176155392,1,Kansas,Labette County,437.6439384,611.6921634,167,604.6439384,28.45356463,1.152250343,174.0482251,7.04822505,,7.04822505,611.6921634,611.6921634
20101,17150,0.190200538,1,Kansas,Lane County,13.96071945,23.36613604,2,15.96071945,40.25234025,31.69294474,9.405416581,7.405416581,,7.405416581,23.36613604,23.36613604
20103,21350,16.20454035,0,Kansas,Leavenworth County,1253.642167,1696.320746,413,1666.642167,26.09639601,1.749585361,442.6785795,29.67857946,78185,29.67857946,1696.320746,1696.320746
20105,16550,0.5109135,1,Kansas,Lincoln County,27.19337106,50.96362167,14,41.19337106,46.64160401,19.17102884,23.77025061,9.770250606,,9.770250606,50.96362167,50.96362167
20107,21350,1.966752517,1,Kansas,Linn County,241.4188715,310.1849684,30,271.4188715,22.16938406,12.49773551,68.76609693,38.76609693,,38.76609693,310.1849684,310.1849684
20109,17150,0.405209841,1,Kansas,Logan County,29.74240232,49.78002894,21,50.74240232,40.25234025,0,20.03762663,-0.962373372,,0,49.78002894,49.78002894
20111,16550,18.34803922,0,Kansas,Lyon County,1412.316177,1861.843137,133,1545.316177,24.14419087,17.00073193,449.5269608,316.5269608,,316.5269608,1861.843137,1861.843137
20113,21550,3.228065923,1,Kansas,McPherson County,342.0050897,494.7435773,136,478.0050897,30.87225275,3.383265273,152.7384876,16.73848764,,16.73848764,494.7435773,494.7435773
20115,17800,2.142156863,1,Kansas,Marion County,164.8897059,217.372549,32,196.8897059,24.14419087,9.422920801,52.48284314,20.48284314,,20.48284314,217.372549,217.372549
20117,17950,1.739692805,1,Kansas,Marshall County,92.59514956,173.5343573,32,124.5951496,46.64160401,28.20145158,80.93920776,48.93920776,,48.93920776,173.5343573,173.5343573
20119,16800,0.592132505,1,Kansas,Meade County,50.60041408,90.94616977,2,52.60041408,44.36223735,42.16313429,40.34575569,38.34575569,,38.34575569,90.94616977,90.94616977
20121,21350,7.853898385,1,Kansas,Miami County,964.0660267,1238.671974,222,1186.066027,22.16938406,4.246963538,274.6059471,52.60594709,,52.60594709,1238.671974,1238.671974
20123,17350,1.345189976,1,Kansas,Mitchell County,71.59773646,134.1827001,22,93.59773646,46.64160401,30.24604781,62.58496362,40.58496362,,40.58496362,134.1827001,134.1827001
20125,16550,10.31480241,0,Kansas,Montgomery County,872.1165439,1218.951775,284,1156.116544,28.45356463,5.154857835,346.8352311,62.83523108,,62.83523108,1218.951775,1218.951775
20127,17200,1.210784314,1,Kansas,Morris County,93.19852941,122.8627451,15,108.1985294,24.14419087,11.93544526,29.66421569,14.66421569,,14.66421569,122.8627451,122.8627451
20129,17150,0.359328272,1,Kansas,Morton County,30.70623418,55.18955602,,30.70623418,44.36223735,44.36223735,24.48332183,24.48332183,,24.48332183,55.18955602,55.18955602
20131,18200,1.94017785,1,Kansas,Nemaha County,103.2659661,193.5327405,37,140.2659661,46.64160401,27.52339181,90.26677445,53.26677445,,53.26677445,193.5327405,193.5327405
20133,16550,3.90087073,1,Kansas,Neosho County,329.8186202,460.9853985,118,447.8186202,28.45356463,2.856224588,131.1667783,13.1667783,,13.1667783,460.9853985,460.9853985
20135,17750,0.210874509,1,Kansas,Ness County,15.47818896,25.90593343,6,21.47818896,40.25234025,17.09162297,10.42774447,4.42774447,,4.42774447,25.90593343,25.90593343
20137,17150,0.665701881,1,Kansas,Norton County,48.86251809,81.78147612,15,63.86251809,40.25234025,21.91077843,32.91895803,17.91895803,,17.91895803,81.78147612,81.78147612
20139,18650,3.345070423,1,Kansas,Osage County,126.5774648,195.8873239,57,183.5774648,35.38251366,6.284153006,69.30985916,12.30985916,,12.30985916,195.8873239,195.8873239
20141,16550,0.380401075,1,Kansas,Osborne County,27.92143891,46.73227207,28,55.92143891,40.25234025,0,18.81083316,-9.189166839,,0,46.73227207,46.73227207
20143,19050,0.698464026,1,Kansas,Ottawa County,37.17574778,69.67178658,26,63.17574778,46.64160401,9.323772394,32.4960388,6.496038804,,6.496038804,69.67178658,69.67178658
20145,16550,1.495100327,1,Kansas,Pawnee County,53.36677555,92.03173122,11,64.36677555,42.01263538,30.06023608,38.66495567,27.66495567,,27.66495567,92.03173122,92.03173122
20147,17300,0.492040521,1,Kansas,Phillips County,36.11577424,60.447178,24,60.11577424,40.25234025,0.548253489,24.33140376,0.331403763,,0.331403763,60.447178,60.447178
20149,18350,2.107403751,1,Kansas,Pottawatomie County,249.9029615,296.851234,53,302.9029615,15.81542102,0,46.94827246,-6.051727542,,0,296.851234,296.851234
20151,17950,3.401773215,1,Kansas,Pratt County,121.424405,209.3980401,44,165.424405,42.01263538,21.00002229,87.97363509,43.97363509,,43.97363509,209.3980401,209.3980401
20153,16550,0.231548481,1,Kansas,Rawlins County,16.99565847,28.44573083,10,26.99565847,40.25234025,5.097680098,11.45007236,1.450072359,,1.450072359,28.44573083,28.44573083
20155,16550,14.27532719,0,Kansas,Reno County,1512.43335,2187.881726,331,1843.43335,30.87225275,15.7434642,675.4483762,344.4483762,,344.4483762,2187.881726,2187.881726
20157,16550,0.918350849,1,Kansas,Republic County,48.87922393,91.60549717,12,60.87922393,46.64160401,33.54195348,42.72627324,30.72627324,,30.72627324,91.60549717,91.60549717
20159,16550,1.496606883,1,Kansas,Rice County,158.5615608,229.374697,49,207.5615608,30.87225275,9.509826712,70.81313621,21.81313621,,21.81313621,229.374697,229.374697
20161,18350,25.08627838,0,Kansas,Riley County,2974.814511,3533.681046,259,3233.814511,15.81542102,8.48595363,558.866535,299.866535,75394,299.866535,3533.681046,3533.681046
20163,16550,0.87657639,1,Kansas,Rooks County,64.34070705,107.6874096,22,86.34070705,40.25234025,19.82283963,43.3467025,21.3467025,,21.3467025,107.6874096,107.6874096
20165,16550,1.310312646,1,Kansas,Rush County,46.77088194,80.65702287,10,56.77088194,42.01263538,29.61445895,33.88614092,23.88614092,,23.88614092,80.65702287,80.65702287
20167,16550,1.31899938,1,Kansas,Russell County,96.81455448,162.0390738,46,142.8145545,40.25234025,11.86412566,65.22451933,19.22451933,,19.22451933,162.0390738,162.0390738
20169,18300,22.4349232,0,Kansas,Saline County,1194.098787,2237.883589,340,1534.098787,46.64160401,31.44867791,1043.784802,703.7848019,,703.7848019,2237.883589,2237.883589
20171,20750,0.343187926,1,Kansas,Scott County,25.1899938,42.16063676,2,27.1899938,40.25234025,35.50857888,16.97064296,14.97064296,,14.97064296,42.16063676,42.16063676
20173,18950,130.7913999,0,Kansas,Sedgwick County,13524.26837,18622.49389,3022,16546.26837,27.37670668,11.14901979,5098.225529,2076.225529,505415,2076.225529,18622.49389,18622.49389
20175,16550,4.463768116,1,Kansas,Seward County,381.4492754,685.5942029,123,504.4492754,44.36223735,26.42159557,304.1449275,181.1449275,,181.1449275,685.5942029,685.5942029
20177,18650,52.16115926,0,Kansas,Shawnee County,3888.698267,6229.837487,1681,5569.698267,37.57945894,10.59641157,2341.13922,660.1392199,178831,660.1392199,6229.837487,6229.837487
20179,16850,0.252222452,1,Kansas,Sheridan County,18.51312797,30.98552822,4,22.51312797,40.25234025,27.343088,12.47240025,8.472400248,,8.472400248,30.98552822,30.98552822
20181,16550,1.773826752,1,Kansas,Sherman County,130.1988836,217.9146165,35,165.1988836,40.25234025,24.19100368,87.71573289,52.71573289,,52.71573289,217.9146165,217.9146165
20183,16550,0.384535869,1,Kansas,Smith County,28.22493281,47.24023155,26,54.22493281,40.25234025,0,19.01529874,-6.984701261,,0,47.24023155,47.24023155
20185,16550,0.629958003,1,Kansas,Stafford County,22.48600093,38.77741484,16,38.48600093,42.01263538,0.751504212,16.29141391,0.291413906,,0.291413906,38.77741484,38.77741484
20187,16550,0.146767886,1,Kansas,Stanton County,12.54198298,22.54221302,7,19.54198298,44.36223735,13.30938556,10.00023004,3.000230044,,3.000230044,22.54221302,22.54221302
20189,17500,0.921095008,1,Kansas,Stevens County,78.71175523,141.4718197,2,80.71175523,44.36223735,42.94852824,62.76006441,60.76006441,,60.76006441,141.4718197,141.4718197
20191,19900,6.198786748,1,Kansas,Sumner County,221.2622492,381.569762,184,405.2622492,42.01263538,0,160.3075128,-23.69248717,,0,381.569762,381.569762
20193,20250,1.645648129,1,Kansas,Thomas County,120.7905727,202.1678727,42,162.7905727,40.25234025,19.47752601,81.37729998,39.37729998,,39.37729998,202.1678727,202.1678727
20195,16550,0.248087658,1,Kansas,Trego County,18.20963407,30.47756874,8,26.20963407,40.25234025,14.00352734,12.26793467,4.26793467,,4.26793467,30.47756874,30.47756874
20197,18650,0.555254605,1,Kansas,Wabaunsee County,21.01083424,32.51570964,5,26.01083424,35.38251366,20.0053312,11.50487541,6.504875406,,6.504875406,32.51570964,32.51570964
20199,17150,0.074426297,1,Kansas,Wallace County,5.462890221,9.143270622,6,11.46289022,40.25234025,0,3.680380401,-2.319619599,,0,9.143270622,9.143270622
20201,16550,0.5109135,1,Kansas,Washington County,27.19337106,50.96362167,28,55.19337106,46.64160401,0,23.77025061,-4.229749394,,0,50.96362167,50.96362167
20203,16550,0.132313417,1,Kansas,Wichita County,9.711804838,16.25470333,,9.711804838,40.25234025,40.25234025,6.542898491,6.542898491,,6.542898491,16.25470333,16.25470333
20205,16550,2.351715686,1,Kansas,Wilson County,181.0202206,238.6372549,31,212.0202206,24.14419087,11.1537632,57.61703431,26.61703431,,26.61703431,238.6372549,238.6372549
20207,16550,0.659722222,1,Kansas,Woodson County,50.78125,66.94444444,1,51.78125,24.14419087,22.65041494,16.16319444,15.16319444,,15.16319444,66.94444444,66.94444444
20209,21350,76,0,Kansas,Wyandotte County,5764,8820,2957,8721,34.64852608,1.12244898,3056,99,160384,99,8820,8820
21001,13400,3.724137931,1,Kentucky,Adair County,152.4137931,287.7241379,111,263.4137931,47.02780441,8.449185043,135.3103448,24.31034483,,24.31034483,287.7241379,287.7241379
21003,14350,4.622811535,1,Kentucky,Allen County,265.5548404,461.4739959,137,402.5548404,42.4550803,12.76760035,195.9191555,58.91915551,,58.91915551,461.4739959,461.4739959
21005,20200,3.234856536,1,Kentucky,Anderson County,364.0368909,436.7056323,56,420.0368909,16.64021164,3.816928436,72.66874146,16.66874146,,16.66874146,436.7056323,436.7056323
21007,15400,1.97098311,1,Kentucky,Ballard County,131.1236466,203.7836726,29,160.1236466,35.65546987,21.42469288,72.66002599,43.66002599,,43.66002599,203.7836726,203.7836726
21009,15450,20.42147271,0,Kentucky,Barren County,1173.100155,2038.581617,507,1680.100155,42.4550803,17.5848472,865.4814624,358.4814624,,358.4814624,2038.581617,2038.581617
21011,13400,3.845953003,1,Kentucky,Bath County,244.6758672,414.2640806,112,356.6758672,40.9372237,13.90132914,169.5882134,57.58821335,,57.58821335,414.2640806,414.2640806
21013,13400,9.890206764,1,Kentucky,Bell County,544.6513864,1086.082706,842,1386.651386,49.85175773,0,541.4313191,-300.5686809,,0,1086.082706,1086.082706
21015,20600,7,1,Kentucky,Boone County,1123,1324,830,1953,15.18126888,0,201,-629,124442,0,1324,1324
21017,19150,6.595838218,1,Kentucky,Bourbon County,364.4671747,743.633646,368,732.4671747,50.98834263,1.501609205,379.1664713,11.16647128,,11.16647128,743.633646,743.633646
21019,15250,22.3475763,0,Kentucky,Boyd County,1254.379174,1987.47684,777,2031.379174,36.88584698,0,733.0976661,-43.90233393,,0,1987.47684,1987.47684
21021,15350,9.068759597,1,Kentucky,Boyle County,768.8607746,1214.36359,344,1112.860775,36.68611435,8.358519316,445.5028152,101.5028152,,101.5028152,1214.36359,1214.36359
21023,20600,2.490861619,1,Kentucky,Bracken County,158.4662439,268.3013801,71,229.4662439,40.9372237,14.47444517,109.8351361,38.83513614,,38.83513614,268.3013801,268.3013801
21025,13400,6.299353702,1,Kentucky,Breathitt County,361.060517,517.9297885,114,475.060517,30.28774844,8.277043028,156.8692715,42.86927145,,42.86927145,517.9297885,517.9297885
21027,14000,3.399136727,1,Kentucky,Breckinridge County,239.5391647,342.5796623,95,334.5391647,30.07782101,2.347044654,103.0404977,8.040497651,,8.040497651,342.5796623,342.5796623
21029,18200,11.13561964,0,Kentucky,Bullitt County,390.5420889,789.0381917,298,688.5420889,50.50403226,12.73653214,398.4961029,100.4961029,76854,100.4961029,789.0381917,789.0381917
21031,13600,3.454943357,1,Kentucky,Butler County,198.4673018,344.8910917,122,320.4673018,42.4550803,7.081594886,146.4237899,24.42378991,,24.42378991,344.8910917,344.8910917
21033,15400,4.093295947,1,Kentucky,Caldwell County,331.2928881,434.6816212,79,410.2928881,23.78493317,5.610711823,103.3887331,24.38873311,,24.38873311,434.6816212,434.6816212
21035,17250,20.62321351,0,Kentucky,Calloway County,1372.001083,2132.273062,175,1547.001083,35.65546987,27.44826588,760.2719792,585.2719792,,585.2719792,2132.273062,2132.273062
21037,20600,33.15472468,0,Kentucky,Campbell County,2188.211829,3362.389531,1121,3309.211829,34.92093023,1.581544962,1174.177702,53.17770224,90988,53.17770224,3362.389531,3362.389531
21039,13400,0.705067129,1,Kentucky,Carlisle County,46.90601992,72.89822434,20,66.90601992,35.65546987,8.219959364,25.99220442,5.992204418,,5.992204418,72.89822434,72.89822434
21041,15350,4.33800136,1,Kentucky,Carroll County,286.3080897,439.9388171,118,404.3080897,34.92093023,8.099018775,153.6307274,35.6307274,,35.6307274,439.9388171,439.9388171
21043,13400,6.648114901,1,Kentucky,Carter County,373.1615799,591.2486535,189,562.1615799,36.88584698,4.919600821,218.0870736,29.08707361,,29.08707361,591.2486535,591.2486535
21045,13400,3.10801217,1,Kentucky,Casey County,127.1982759,240.1227181,87,214.1982759,47.02780441,10.79633048,112.9244422,25.92444219,,25.92444219,240.1227181,240.1227181
21047,15800,25.75494253,0,Kentucky,Christian County,2146.799081,2912.80092,730,2876.799081,26.29777524,1.235986944,766.0018391,36.00183908,74167,36.00183908,2912.80092,2912.80092
21049,19150,11.73505276,0,Kentucky,Clark County,648.4454865,1323.043376,638,1286.445487,50.98834263,2.766189715,674.5978898,36.5978898,,36.5978898,1323.043376,1323.043376
21051,13400,4.735074627,1,Kentucky,Clay County,388.6268657,492.7985075,152,540.6268657,21.13879004,0,104.1716418,-47.82835821,,0,492.7985075,492.7985075
21053,13400,1.971602434,1,Kentucky,Clinton County,80.68965517,152.3245436,78,158.6896552,47.02780441,0,71.63488844,-6.365111562,,0,152.3245436,152.3245436
21055,14450,2.481264339,1,Kentucky,Crittenden County,200.8223299,263.4942646,22,222.8223299,23.78493317,15.43560533,62.67193474,40.67193474,,40.67193474,263.4942646,263.4942646
21057,13400,1.163793103,1,Kentucky,Cumberland County,47.62931035,89.9137931,67,114.6293103,47.02780441,0,42.28448276,-24.71551724,,0,89.9137931,89.9137931
21059,16350,17.32280191,0,Kentucky,Daviess County,1125.019746,1743.828726,1020,2145.019746,35.48565121,0,618.8089794,-401.1910206,98218,0,1743.828726,1743.828726
21061,17500,3.552265706,1,Kentucky,Edmonson County,204.05793,354.6063337,62,266.05793,42.4550803,24.97090303,150.5484037,88.54840371,,88.54840371,354.6063337,354.6063337
21063,13400,1.7508079,1,Kentucky,Elliott County,98.27360862,155.7077199,78,176.2736086,36.88584698,0,57.43411131,-20.56588869,,0,155.7077199,155.7077199
21065,13400,4.360114405,1,Kentucky,Estill County,333.1765471,496.7340094,125,458.1765471,32.92656819,7.762194972,163.5574623,38.5574623,,38.5574623,496.7340094,496.7340094
21067,19150,132,0,Kentucky,Fayette County,12018,16855,2817,14835,28.69771581,11.98457431,4837,2020,308428,2020,16855,16855
21069,14650,3.509138381,1,Kentucky,Fleming County,223.2480418,377.9843342,78,301.2480418,40.9372237,20.30144783,154.7362924,76.73629243,,76.73629243,377.9843342,377.9843342
21071,13400,12.92789714,0,Kentucky,Floyd County,882.7906901,1323.922201,516,1398.79069,33.32004783,0,441.1315104,-74.86848958,,0,1323.922201,1323.922201
21073,19450,16.49309246,0,Kentucky,Franklin County,1856.06194,2226.567481,506,2362.06194,16.64021164,0,370.5055412,-135.4944588,,0,2226.567481,2226.567481
21075,13400,3.276959723,1,Kentucky,Fulton County,218.0063881,338.8110654,185,403.0063881,35.65546987,0,120.8046774,-64.19532265,,0,338.8110654,338.8110654
21077,20600,2.918422842,1,Kentucky,Gallatin County,192.6159076,295.9721278,9,201.6159076,34.92093023,31.88010336,103.3562203,94.35622026,,94.35622026,295.9721278,295.9721278
21079,14950,3.701757379,1,Kentucky,Garrard County,313.8396178,495.6884491,125,438.8396178,36.68611435,11.46866169,181.8488313,56.84883126,,56.84883126,495.6884491,495.6884491
21081,15900,6.888919103,1,Kentucky,Grant County,454.6686608,698.6403807,130,584.6686608,34.92093023,16.31335993,243.9717199,113.9717199,,113.9717199,698.6403807,698.6403807
21083,14450,12.8674751,0,Kentucky,Graves County,856.0348636,1330.392594,344,1200.034864,35.65546987,9.79844079,474.3577306,130.3577306,,130.3577306,1330.392594,1330.392594
21085,14000,6.040751555,1,Kentucky,Grayson County,425.6953155,608.8129999,133,558.6953155,30.07782101,8.232032563,183.1176844,50.1176844,,50.1176844,608.8129999,608.8129999
21087,14750,2.786257607,1,Kentucky,Green County,114.0301724,215.2641988,139,253.0301724,47.02780441,0,101.2340264,-37.76597363,,0,215.2641988,215.2641988
21089,15250,11.14901257,0,Kentucky,Greenup County,625.7989228,991.535009,289,914.7989228,36.88584698,7.739120201,365.7360862,76.73608618,,76.73608618,991.535009,991.535009
21091,16350,0.677198088,1,Kentucky,Hancock County,43.98025359,68.17127416,67,110.9802536,35.48565121,0,24.19102058,-42.80897942,,0,68.17127416,68.17127416
21093,16650,36.02353476,0,Kentucky,Hardin County,2532.014655,3647.194859,468,3000.014655,30.57638124,17.7446018,1115.180205,647.1802045,108191,647.1802045,3647.194859,3647.194859
21095,13400,7.333226479,1,Kentucky,Harlan County,403.8390768,805.2905914,376,779.8390768,49.85175773,3.16053794,401.4515147,25.45151467,,25.45151467,805.2905914,805.2905914
21097,16500,5.54440211,1,Kentucky,Harrison County,306.3678195,625.0917351,225,531.3678195,50.98834263,14.99362579,318.7239156,93.72391559,,93.72391559,625.0917351,625.0917351
21099,13400,6.585478888,1,Kentucky,Hart County,378.2991761,657.3980433,133,511.2991761,42.4550803,22.22380621,279.0988672,146.0988672,,146.0988672,657.3980433,657.3980433
21101,18200,21.72418272,0,Kentucky,Henderson County,1769.640182,2367.348777,780,2549.640182,25.24801587,0,597.7085949,-182.2914051,,0,2367.348777,2367.348777
21103,18200,4.173519737,1,Kentucky,Henry County,168.1332237,318.3799342,155,323.1332237,47.19101124,0,150.2467105,-4.753289474,,0,318.3799342,318.3799342
21105,16650,1.402122131,1,Kentucky,Hickman County,93.27901689,144.9680598,31,124.2790169,35.65546987,14.27144911,51.68904288,20.68904288,,20.68904288,144.9680598,144.9680598
21107,15700,14.59520775,0,Kentucky,Hopkins County,1181.270201,1549.9169,446,1627.270201,23.78493317,0,368.646699,-77.35330105,,0,1549.9169,1549.9169
21109,13400,2.877565299,1,Kentucky,Jackson County,236.1735075,299.479944,140,376.1735075,21.13879004,0,63.30643657,-76.69356343,,0,299.479944,299.479944
21111,18200,244,0,Kentucky,Jefferson County,20660,32571,8867,29527,36.56934083,9.345737005,11911,3044,756832,3044,32571,32571
21113,19150,13.24006142,0,Kentucky,Jessamine County,1122.508958,1772.926975,287,1409.508958,36.68611435,20.49819437,650.4180174,363.4180174,,363.4180174,1772.926975,1772.926975
21115,13400,7.385091146,1,Kentucky,Johnson County,504.296224,756.2936198,238,742.296224,33.32004783,1.850788565,251.9973958,13.99739583,,13.99739583,756.2936198,756.2936198
21117,20600,55,0,Kentucky,Kenton County,3158,5702,1728,4886,44.61592424,14.31076815,2544,816,163145,816,5702,5702
21119,13400,3.023207991,1,Kentucky,Knott County,173.2814336,248.5666863,48,221.2814336,30.28774844,10.9770352,75.28525264,27.28525264,,27.28525264,248.5666863,248.5666863
21121,13400,13.34316397,0,Kentucky,Knox County,734.8049367,1465.265587,574,1308.804937,49.85175773,10.67797211,730.4606508,156.4606508,,156.4606508,1465.265587,1465.265587
21123,16650,3.06075217,1,Kentucky,Larue County,205.8688525,333.222758,146,351.8688525,38.21884984,0,127.3539055,-18.6460945,,0,333.222758,333.222758
21125,13850,15.94309702,0,Kentucky,Laurel County,1308.514925,1659.26306,302,1610.514925,21.13879004,2.937938867,350.7481343,48.74813433,,48.74813433,1659.26306,1659.26306
21127,13400,4.10448833,1,Kentucky,Lawrence County,230.3867145,365.0317774,92,322.3867145,36.88584698,11.68256176,134.6450628,42.64506284,,42.64506284,365.0317774,365.0317774
21129,13400,3.288190364,1,Kentucky,Lee County,188.4694477,270.3534078,102,290.4694477,30.28774844,0,81.88396005,-20.11603995,,0,270.3534078,270.3534078
21131,13400,3.348413631,1,Kentucky,Leslie County,191.9212691,275.3049354,29,220.9212691,30.28774844,19.75397434,83.38366628,54.38366628,,54.38366628,275.3049354,275.3049354
21133,13600,8.178319624,1,Kentucky,Letcher County,468.7573443,672.4174501,129,597.7573443,30.28774844,11.10323739,203.6601058,74.66010576,,74.66010576,672.4174501,672.4174501
21135,13400,2.647519582,1,Kentucky,Lewis County,168.4326744,285.1756807,71,239.4326744,40.9372237,16.04029005,116.7430063,45.74300634,,45.74300634,285.1756807,285.1756807
21137,13400,5.9894216,1,Kentucky,Lincoln County,507.7906501,802.0209862,122,629.7906501,36.68611435,21.47454232,294.2303361,172.2303361,,172.2303361,802.0209862,802.0209862
21139,14600,1.73846546,1,Kentucky,Livingston County,140.7035432,184.613816,5,145.7035432,23.78493317,21.07657683,43.91027275,38.91027275,,38.91027275,184.613816,184.613816
21141,15050,11.2569516,0,Kentucky,Logan County,646.6493306,1123.72966,223,869.6493306,42.4550803,22.6104497,477.0803296,254.0803296,,254.0803296,1123.72966,1123.72966
21143,15300,0.760153257,1,Kentucky,Lyon County,63.36245211,85.97088123,57,120.3624521,26.29777524,0,22.60842912,-34.39157088,,0,85.97088123,85.97088123
21145,18050,27.36141187,0,Kentucky,McCracken County,1820.273387,2828.948138,1125,2945.273387,35.65546987,0,1008.674751,-116.325249,65373,0,2828.948138,2828.948138
21147,13400,4.647081122,1,Kentucky,McCreary County,584.5219864,883.9556482,95,679.5219864,33.87428571,23.12714018,299.4336619,204.4336619,,204.4336619,883.9556482,883.9556482
21149,16350,1.682182291,1,Kentucky,McLean County,137.0296601,183.3124053,90,227.0296601,25.24801587,0,46.28274518,-43.71725482,,0,183.3124053,183.3124053
21151,17500,31.94396776,0,Kentucky,Madison County,2440.98661,3639.274961,700,3140.98661,32.92656819,13.69196768,1198.288352,498.2883515,85590,498.2883515,3639.274961,3639.274961
21153,13400,2.831217448,1,Kentucky,Magoffin County,193.3317057,289.9397787,62,255.3317057,33.32004783,11.93629694,96.60807292,34.60807292,,34.60807292,289.9397787,289.9397787
21155,15600,4.291706847,1,Kentucky,Marion County,288.6639344,467.2362584,215,503.6639344,38.21884984,0,178.572324,-36.42767599,,0,467.2362584,467.2362584
